phone_number,parcels_sent,parcels_received,avg_parcel_value,intl_shipments,delivery_delay,lost_parcels,pickup_usage,home_delivery_ratio,business_client,visa_card,preferred_delivery_method,money_transfers_frequency,ecommerce_shipper,utility_payments_at_branch,international_destination,shipment_cancelled_lastmin,marketing_consent
+9940508364338,5,4,92.35,2,1,0,1,0.762,0,1,home,0,0,1,UAE,0,1
+9940502968337,7,4,23.64,0,0,0,0,0.001,0,0,branch,1,0,0,Russia,0,1
+9940704451887,3,7,40.67,2,0,0,1,0.134,0,1,branch,0,0,3,None,0,0
+9940555641800,8,6,137.31,0,0,0,0,0.047,1,0,branch,0,0,0,None,0,0
+9940556978432,5,8,106.59,1,2,0,0,0.608,0,0,home,0,0,3,Russia,0,1
+9940709425591,9,5,69.04,0,0,0,1,0.185,1,1,branch,1,0,0,Turkey,1,1
+9940558840131,2,3,122.44,2,0,0,1,0.482,0,0,branch,0,0,1,Russia,1,0
+9940709794733,6,4,69.46,0,1,0,1,0.553,0,1,branch,1,0,2,Germany,0,1
+9940501365808,3,3,139.67,0,1,0,1,0.588,0,0,branch,0,0,2,Turkey,0,0
+9940773127243,9,5,108.66,0,2,0,0,0.836,1,0,home,0,0,4,UAE,1,1
+9940556067010,13,3,76.29,0,1,0,1,0.723,1,0,home,0,1,3,UAE,0,1
+9940501442058,8,4,207.16,0,2,0,0,0.423,1,0,branch,1,0,1,None,0,1
+9940774198073,7,6,99.03,0,1,0,0,0.829,0,0,home,3,0,2,None,0,1
+9940702382416,1,6,143.63,0,5,0,0,0.879,0,1,home,0,0,2,UAE,0,1
+9940509396278,3,5,144.23,0,0,0,1,0.446,0,0,branch,1,0,2,UAE,0,0
+9940501569956,8,4,52.27,0,3,1,1,0.338,1,0,branch,1,0,0,Russia,0,1
+9940502335638,1,5,81.91,1,2,2,1,0.409,0,1,branch,0,0,0,Russia,0,1
+9940512756117,6,5,167.34,0,1,0,1,0.061,0,0,branch,0,0,2,Russia,0,1
+9940502337346,7,3,78.47,0,1,1,1,0.855,0,1,home,0,0,3,UK,0,0
+9940706117126,4,6,102.86,0,0,0,1,0.409,0,0,branch,0,0,4,None,0,1
+9940554279127,5,3,69.5,3,2,1,0,0.883,0,0,home,0,0,2,UAE,0,1
+9940779212038,7,7,120.41,1,1,0,0,0.017,0,0,branch,1,0,3,Turkey,0,1
+9940703347362,4,5,83.53,2,0,1,1,0.435,0,0,branch,1,0,0,Turkey,0,0
+9940705834969,5,3,143.99,1,0,0,0,0.749,0,0,home,0,0,2,None,0,1
+9940556940806,4,3,91.92,1,0,0,1,0.113,0,1,branch,1,0,4,UAE,1,1
+9940506633905,3,4,136.74,1,0,1,1,0.039,0,0,branch,1,0,3,UK,0,1
+9940508167444,2,3,146.66,0,1,0,0,0.031,0,0,branch,1,0,4,Turkey,0,1
+9940702816805,4,4,130.96,0,0,0,0,0.643,0,0,home,0,0,3,Russia,0,1
+9940505567104,6,7,83.41,1,1,0,1,0.264,0,0,branch,2,0,0,None,0,1
+9940508205251,3,4,59.56,2,1,0,1,0.742,0,0,home,1,0,2,Turkey,0,1
+9940518767145,7,6,146.06,3,0,0,0,0.372,0,0,branch,0,0,2,Russia,1,0
+9940776560099,3,7,146.37,0,2,0,1,0.184,0,1,branch,1,0,0,Turkey,0,1
+9940556867021,8,6,190.14,1,3,0,1,0.611,1,0,home,0,0,2,Russia,0,1
+9940708777230,5,4,121.03,2,1,0,1,0.39,0,0,branch,1,0,2,Russia,0,0
+9940556623841,2,7,59.74,1,0,0,0,0.478,0,0,branch,1,0,0,Turkey,0,1
+9940509539587,4,4,150.2,0,3,0,1,0.366,0,1,branch,0,0,0,UAE,0,0
+9940512148344,8,1,78.76,0,1,0,0,0.813,1,1,home,2,0,0,Russia,0,1
+9940504131106,3,7,67.14,1,1,0,0,0.022,0,0,branch,1,0,0,Turkey,0,0
+9940702009638,4,5,119.74,3,3,0,1,0.083,0,1,branch,1,0,2,UAE,0,1
+9940501815211,6,1,74.57,1,2,0,0,0.033,0,0,branch,1,0,1,None,0,1
+9940515247470,4,6,125.92,1,1,0,0,0.428,0,0,branch,1,0,4,Turkey,0,0
+9940773033360,5,1,85.12,0,1,1,0,0.787,0,0,home,0,0,0,Turkey,1,1
+9940554664414,5,3,157.41,0,0,0,1,0.759,0,1,home,3,0,3,UK,0,0
+9940554940573,3,4,151.57,0,2,0,0,0.577,0,0,branch,0,0,0,UK,1,0
+9940556588311,5,5,46.58,1,2,0,0,0.282,0,1,branch,3,0,3,UAE,0,0
+9940709511241,7,4,160.07,1,1,0,1,0.777,0,0,home,1,0,2,Russia,0,0
+9940518644489,2,3,71.65,0,1,0,0,0.658,0,1,home,0,0,1,UAE,0,1
+9940704404788,4,5,162.58,2,0,0,1,0.028,0,1,branch,0,0,1,None,0,1
+9940773930263,5,6,96.9,3,1,0,1,0.886,0,0,home,2,0,2,Russia,0,1
+9940557936958,6,8,123.99,0,2,0,0,0.077,0,0,branch,0,0,3,None,0,1
+9940552112870,4,9,75.47,0,0,0,0,0.232,0,0,branch,0,0,4,Turkey,0,1
+9940505864289,3,9,83.43,1,2,0,0,0.253,0,1,branch,0,0,0,UAE,0,1
+9940514807147,3,5,85.8,0,0,0,0,0.436,0,1,branch,0,0,4,Russia,1,0
+9940772645278,4,8,152.94,1,2,0,1,0.849,0,1,home,0,0,3,UK,1,1
+9940556548038,4,7,84.43,2,1,0,1,0.107,0,1,branch,0,0,1,None,0,0
+9940513886606,4,2,77.91,1,0,0,1,0.3,0,0,branch,2,0,1,Russia,0,1
+9940552670388,5,7,131.26,0,0,0,1,0.686,0,0,home,0,0,4,Russia,0,0
+9940556878726,5,4,78.56,0,2,0,1,0.375,0,0,branch,0,0,3,Turkey,0,0
+9940552567783,3,7,142.3,1,1,0,1,0.914,0,1,home,2,0,2,None,0,1
+9940707055679,6,4,129.41,0,0,1,0,0.747,0,1,home,0,0,3,None,0,1
+9940512458845,13,4,113.92,0,2,1,0,0.719,1,1,home,2,1,2,Turkey,0,1
+9940704912837,4,6,139.24,0,2,0,0,0.524,0,0,branch,2,0,4,UK,0,0
+9940558271935,4,9,146.26,2,1,0,0,0.721,0,0,home,1,0,2,Russia,0,0
+9940773057810,4,6,113.9,0,1,0,1,0.25,0,0,branch,1,0,3,Russia,0,1
+9940507908649,5,2,75.77,1,0,0,1,0.584,0,0,branch,1,0,1,Turkey,0,1
+9940507497160,2,6,141.23,1,0,0,0,0.299,0,0,branch,0,0,0,None,0,1
+9940559123912,6,4,113.1,1,0,0,1,0.531,0,0,branch,3,0,0,Russia,0,0
+9940552519857,3,10,106.93,0,0,0,1,0.321,0,1,branch,0,0,3,Russia,0,1
+9940707436047,4,8,48.64,1,2,1,1,0.908,0,0,home,0,0,0,None,2,0
+9940559430026,4,5,132.01,1,2,0,1,0.725,0,1,home,1,0,3,Russia,0,0
+9940777867167,7,8,101.31,0,2,0,0,0.32,0,0,branch,2,0,0,Germany,0,1
+9940552691132,5,7,26.49,0,1,0,1,0.763,0,0,home,0,0,3,UK,0,1
+9940508399450,3,4,35.32,1,1,0,1,0.768,0,1,home,0,0,1,UAE,0,1
+9940501965811,5,4,72.9,0,1,0,0,0.205,0,0,branch,1,0,2,UAE,1,0
+9940776299597,8,6,38.67,0,1,0,1,0.407,1,0,branch,1,0,4,Turkey,1,0
+9940505478828,4,6,103.71,1,1,0,0,0.978,0,0,home,0,0,3,UK,0,1
+9940775779714,10,7,39.06,0,1,0,0,0.453,1,0,branch,2,0,1,Russia,0,0
+9940515675945,4,4,67.95,0,2,0,0,0.613,0,0,home,2,0,3,Turkey,1,0
+9940501283290,8,4,75.96,1,1,0,0,0.706,1,1,home,1,0,2,Turkey,0,1
+9940515573735,6,8,48.96,0,2,0,0,0.078,0,0,branch,3,0,4,UK,1,1
+9940709430698,2,4,79.24,0,1,0,0,0.11,0,0,branch,1,0,0,Russia,0,1
+9940554930006,5,3,88.11,0,1,0,1,0.864,0,0,home,1,0,1,None,0,1
+9940703492217,4,2,148.5,1,0,0,1,0.61,0,1,home,2,0,2,None,0,0
+9940709953333,4,4,175.75,2,2,0,0,0.184,0,0,branch,1,0,4,Turkey,0,1
+9940551890931,6,8,116.93,1,1,0,1,0.787,0,0,home,0,0,1,UAE,0,1
+9940705376525,7,6,50.96,0,1,0,1,0.714,0,0,home,1,0,2,UAE,0,0
+9940775613379,5,7,137.16,0,0,0,0,0.25,0,0,branch,1,0,1,UAE,0,1
+9940555301518,5,3,144.05,1,1,0,0,0.631,0,1,home,0,0,4,Russia,0,0
+9940509295532,5,4,17.98,3,2,0,1,0.973,0,1,home,1,0,4,Turkey,0,1
+9940554795894,5,2,90.66,0,1,0,1,0.702,0,1,home,0,0,1,Turkey,0,1
+9940779759713,10,14,149.44,2,0,0,1,0.053,1,0,branch,0,0,0,UAE,1,0
+9940511601431,2,5,71.94,1,0,1,0,0.806,0,0,home,0,0,0,UK,0,1
+9940777605425,7,1,161.48,0,1,0,1,0.616,0,0,home,1,0,1,Russia,0,1
+9940556336609,5,5,92.42,3,0,0,0,0.474,0,0,branch,0,0,0,None,0,1
+9940703164912,4,3,113.74,2,2,0,1,0.425,0,0,branch,0,0,2,Turkey,0,0
+9940513051709,3,7,167.54,1,1,0,1,0.939,0,0,home,1,0,4,Russia,0,1
+9940777477121,6,8,148.48,2,1,0,1,0.433,0,0,branch,0,0,1,Turkey,0,1
+9940506738480,3,7,54.31,0,1,0,1,0.048,0,0,branch,1,0,2,None,1,1
+9940516500528,9,5,57.96,3,2,0,0,0.489,1,0,branch,2,0,4,Turkey,1,0
+9940551457501,5,4,121.52,2,0,0,1,0.316,0,0,branch,3,0,4,Turkey,0,0
+9940556380946,3,2,70.32,0,0,0,0,0.046,0,0,branch,0,0,0,Russia,0,0
+9940559832482,9,5,107.89,2,1,1,1,0.382,1,1,branch,0,0,4,Russia,0,1
+9940501155908,5,2,108.84,2,2,0,1,0.073,0,0,branch,0,0,1,Russia,0,0
+9940515221045,5,2,41.0,0,2,0,1,0.515,0,1,branch,1,0,3,Turkey,0,0
+9940505449397,2,4,107.79,0,2,0,1,0.271,0,0,branch,1,0,1,None,0,1
+9940559070797,10,6,57.91,1,0,0,0,0.69,1,0,home,0,0,3,Turkey,0,0
+9940513545612,3,6,68.95,2,0,0,0,0.22,0,0,branch,1,0,3,Russia,0,0
+9940555280050,4,11,124.33,1,0,0,0,0.818,0,1,home,1,0,0,None,0,1
+9940557454727,4,2,148.79,0,1,0,1,0.994,0,0,home,2,0,4,UAE,0,1
+9940701542977,5,1,46.85,3,0,0,1,0.166,0,0,branch,3,0,0,Germany,0,1
+9940558209802,5,5,117.13,0,0,0,0,0.726,0,0,home,0,0,3,Turkey,0,1
+9940708399921,3,6,114.39,1,1,0,0,0.808,0,0,home,1,0,3,Russia,0,0
+9940557476822,7,1,104.59,0,0,0,0,0.554,0,1,branch,1,0,2,Russia,0,0
+9940706833652,3,4,93.81,0,2,0,1,0.506,0,1,branch,2,0,2,Russia,2,0
+9940707728498,9,5,87.35,0,0,1,1,0.144,1,1,branch,1,0,0,None,0,1
+9940518035812,4,9,48.95,2,1,0,1,0.783,0,0,home,0,0,2,Turkey,0,1
+9940519130554,6,4,85.84,3,3,0,0,0.249,0,1,branch,0,0,1,Turkey,0,1
+9940704853528,2,5,130.7,0,2,0,0,0.255,0,1,branch,0,0,4,None,1,1
+9940515104506,4,4,121.04,3,0,0,1,0.122,0,0,branch,1,0,4,Turkey,0,1
+9940556741430,2,5,123.35,1,3,1,0,0.217,0,1,branch,1,0,0,Turkey,0,0
+9940502737803,4,2,198.59,1,2,1,0,0.651,0,0,home,1,0,2,UAE,0,1
+9940558706060,6,4,84.22,1,1,1,0,0.912,0,1,home,0,0,4,Turkey,1,0
+9940557934619,8,7,111.12,2,0,0,1,0.845,1,1,home,1,0,1,UAE,2,0
+9940706679588,4,3,67.31,1,2,0,0,0.897,0,1,home,0,0,4,UK,0,1
+9940553714862,6,5,174.93,0,1,0,0,0.409,0,0,branch,0,0,0,Germany,0,1
+9940514129062,3,6,108.96,0,1,0,0,0.185,0,0,branch,1,0,0,Russia,1,1
+9940774914770,7,2,76.47,2,1,0,1,0.293,0,0,branch,1,0,1,Turkey,0,0
+9940556962765,4,8,35.51,0,0,0,0,0.669,0,0,home,0,0,1,None,0,0
+9940778002312,3,5,114.28,1,2,0,0,0.558,0,1,branch,0,0,1,None,0,0
+9940707046687,3,3,61.05,0,0,0,0,0.559,0,0,branch,1,0,4,None,0,0
+9940559369394,5,1,173.85,0,0,0,1,0.793,0,0,home,1,0,3,Turkey,0,1
+9940779645281,6,7,85.93,2,0,0,1,0.79,0,0,home,2,0,1,None,0,1
+9940507344150,2,2,59.32,2,1,0,1,0.601,0,0,home,1,0,1,Russia,0,1
+9940774338210,6,5,112.85,0,3,0,1,0.585,0,1,branch,0,0,3,UK,0,1
+9940776391619,4,1,73.85,4,4,0,1,0.633,0,0,home,0,0,3,UAE,0,1
+9940554825735,4,3,19.11,4,0,1,1,0.628,0,1,home,2,0,1,None,1,0
+9940706661869,3,3,90.43,1,3,0,0,0.316,0,1,branch,0,0,0,UAE,1,0
+9940558309105,5,4,50.09,0,4,0,0,0.719,0,1,home,3,0,0,None,0,1
+9940514323991,5,6,106.17,1,1,0,0,0.922,0,0,home,1,0,3,None,0,0
+9940705551860,7,2,169.84,0,3,0,1,0.199,0,1,branch,2,0,4,None,0,1
+9940511410728,6,9,132.33,1,0,0,1,0.133,0,1,branch,1,0,4,Turkey,0,1
+9940517629157,4,6,146.52,2,0,0,1,0.283,0,0,branch,0,0,2,Russia,0,1
+9940555408675,4,3,108.09,1,0,1,1,0.439,0,0,branch,1,0,1,Russia,0,1
+9940775137384,6,3,100.25,2,1,0,0,0.756,0,1,home,0,0,3,UK,0,1
+9940515791876,4,6,45.55,0,1,1,1,0.996,0,1,home,3,0,0,Turkey,0,0
+9940552939456,4,6,124.57,1,0,0,1,0.34,0,0,branch,1,0,1,Turkey,0,1
+9940506381706,5,5,166.26,0,1,0,0,0.719,0,1,home,0,0,3,Turkey,1,1
+9940507706833,6,6,104.19,2,1,0,0,0.884,0,0,home,0,0,1,UK,1,1
+9940504147085,6,3,175.95,1,1,0,0,0.021,0,1,branch,1,0,3,Germany,0,1
+9940502180396,3,5,98.58,0,0,0,1,0.459,0,1,branch,4,0,2,Turkey,0,1
+9940774481525,2,6,138.22,1,2,0,0,0.567,0,0,branch,0,0,3,Turkey,0,0
+9940772787252,4,11,84.82,1,0,0,0,0.009,0,0,branch,1,0,4,Russia,0,1
+9940774365452,5,11,72.94,2,1,0,1,0.932,0,0,home,1,0,1,UAE,0,1
+9940506641424,4,4,93.59,1,2,0,0,0.69,0,0,home,0,0,1,Germany,0,1
+9940502020551,5,4,52.38,1,0,0,1,0.482,0,1,branch,0,0,2,Russia,0,1
+9940517725427,3,4,156.66,0,0,0,1,0.958,0,1,home,0,0,1,UAE,1,0
+9940553021522,2,10,47.9,2,2,1,1,0.766,0,1,home,1,0,2,UAE,1,0
+9940519052190,5,4,51.19,1,2,0,0,0.794,0,0,home,0,0,4,None,0,1
+9940557591993,4,7,177.02,2,0,0,0,0.737,0,0,home,2,0,4,Turkey,0,0
+9940503453278,5,7,148.35,1,3,0,0,0.745,0,0,home,0,0,4,Russia,0,0
+9940706069048,8,4,98.58,1,1,0,0,0.848,1,1,home,1,0,3,Russia,1,1
+9940511996518,5,7,118.9,2,1,0,1,0.524,0,0,branch,1,0,4,None,0,0
+9940501897653,0,5,87.83,3,0,0,0,0.095,0,0,branch,1,0,4,Turkey,0,1
+9940709604418,5,3,153.42,1,0,0,0,0.48,0,0,branch,1,0,4,Turkey,0,1
+9940778221881,5,6,76.02,1,0,0,1,0.704,0,0,home,0,0,2,None,0,1
+9940502389807,4,5,72.34,1,0,0,0,0.73,0,0,home,1,0,0,None,0,1
+9940553544203,12,9,74.58,1,0,1,1,0.333,1,1,branch,0,1,0,Turkey,0,0
+9940772779002,4,9,143.14,2,1,0,0,0.948,0,0,home,0,0,3,Turkey,1,1
+9940704556450,6,4,63.35,1,1,0,0,0.887,0,1,home,0,0,1,Russia,0,1
+9940773621964,2,7,143.12,3,0,0,1,0.452,0,1,branch,1,0,1,UAE,0,0
+9940553952564,5,6,84.65,0,1,0,0,0.066,0,0,branch,1,0,0,Turkey,0,1
+9940515764521,11,5,59.68,0,2,0,1,0.928,1,0,home,0,1,2,Russia,0,1
+9940702701481,4,3,153.07,1,1,1,0,0.532,0,1,branch,0,0,4,UK,0,1
+9940508945429,3,3,76.6,2,0,0,0,0.724,0,0,home,0,0,4,Russia,0,0
+9940517548862,5,1,118.97,3,0,0,0,0.835,0,0,home,0,0,2,UAE,0,1
+9940707844913,6,5,173.94,0,1,0,1,0.765,0,1,home,0,0,2,UAE,0,1
+9940702525295,7,8,104.81,0,1,0,1,0.205,0,0,branch,1,0,4,Turkey,1,0
+9940507373417,3,7,193.85,0,1,0,1,0.778,0,1,home,0,0,1,Russia,1,1
+9940558526203,3,9,54.57,0,1,0,1,0.673,0,0,home,3,0,3,None,1,0
+9940512576624,3,5,65.39,2,2,0,0,0.832,0,0,home,1,0,3,UK,0,1
+9940557761501,6,4,107.38,0,1,0,0,0.521,0,1,branch,1,0,2,Russia,0,1
+9940774219143,1,5,174.61,1,0,0,1,0.98,0,0,home,1,0,0,None,1,1
+9940508088212,9,5,178.83,1,0,0,0,0.892,1,0,home,1,0,0,Russia,0,1
+9940775305643,3,4,177.32,2,1,0,0,0.128,0,1,branch,0,0,0,Turkey,0,1
+9940558219877,4,7,125.48,0,1,0,1,0.258,0,0,branch,1,0,0,None,1,1
+9940702326833,4,4,157.92,0,0,0,1,0.444,0,1,branch,0,0,1,UK,0,1
+9940554501720,3,4,47.8,1,0,0,1,0.203,0,0,branch,1,0,3,Russia,1,1
+9940513460867,1,3,65.59,1,1,0,0,0.67,0,0,home,0,0,3,UAE,0,1
+9940703235277,5,5,36.99,0,1,0,0,0.264,0,1,branch,1,0,4,UK,0,0
+9940703774998,7,5,97.63,0,0,0,0,0.404,0,1,branch,0,0,0,UAE,1,1
+9940504441903,4,5,124.45,0,2,0,1,0.377,0,0,branch,1,0,4,Turkey,0,1
+9940702145485,0,7,69.12,1,3,1,1,0.858,0,0,home,2,0,0,UAE,0,0
+9940707363742,5,7,115.79,2,1,0,0,0.629,0,1,home,1,0,3,Turkey,1,1
+9940515952156,1,6,87.01,0,3,0,0,0.714,0,0,home,0,0,4,Turkey,1,1
+9940778463425,5,4,94.39,1,0,0,1,0.935,0,0,home,0,0,1,Turkey,1,1
+9940707345253,5,5,126.08,1,1,0,0,0.648,0,1,home,0,0,3,Turkey,0,1
+9940512341391,7,8,98.99,0,1,0,1,0.017,0,1,branch,1,0,3,UK,1,0
+9940501629384,5,6,92.91,0,1,0,1,0.917,0,0,home,0,0,4,None,0,1
+9940704805277,7,4,35.39,2,2,0,0,0.898,0,1,home,0,0,4,UAE,0,1
+9940515330107,5,9,60.52,2,0,0,1,0.926,0,1,home,0,0,0,Russia,0,1
+9940703162247,5,2,40.09,3,1,0,1,0.342,0,0,branch,0,0,2,UAE,0,1
+9940558039899,6,8,61.59,0,2,0,0,0.038,0,1,branch,0,0,3,None,1,0
+9940556234241,4,2,144.08,0,0,0,0,0.521,0,1,branch,0,0,0,None,1,1
+9940507731910,8,4,85.31,2,1,0,0,0.766,1,0,home,2,0,2,None,0,1
+9940701981094,7,6,86.57,0,1,1,1,0.873,0,0,home,0,0,4,None,0,1
+9940508335657,4,4,129.92,1,1,0,0,0.044,0,1,branch,0,0,4,Turkey,0,1
+9940552854813,8,5,85.89,1,1,0,1,0.525,1,0,branch,0,0,1,None,0,0
+9940775034165,6,3,75.75,3,1,0,0,0.148,0,0,branch,0,0,4,UK,0,0
+9940774954343,3,5,112.94,0,1,0,1,0.977,0,0,home,1,0,3,UAE,0,1
+9940778385012,3,5,137.34,0,0,0,0,0.424,0,1,branch,0,0,0,UAE,0,1
+9940773491620,1,6,135.87,1,2,1,0,0.253,0,0,branch,0,0,4,Turkey,0,1
+9940553166777,6,9,65.79,2,0,0,0,0.79,0,0,home,0,0,2,Turkey,0,1
+9940514056652,8,5,92.92,1,1,0,1,0.936,1,1,home,0,0,1,UAE,0,1
+9940774247294,4,4,95.3,1,0,1,0,0.995,0,0,home,1,0,3,Russia,0,0
+9940772635169,4,2,81.58,1,2,0,1,0.523,0,0,branch,1,0,1,None,0,0
+9940772587200,2,2,26.01,1,4,1,0,0.226,0,1,branch,0,0,4,UAE,0,1
+9940703082046,3,3,128.17,1,0,0,0,0.229,0,1,branch,1,0,1,Russia,0,0
+9940505207360,6,4,155.26,0,1,0,1,0.905,0,1,home,0,0,3,UAE,0,1
+9940554090201,6,7,110.64,1,0,0,0,0.283,0,1,branch,2,0,3,Germany,0,1
+9940554528539,4,7,99.92,1,1,0,0,0.602,0,0,home,1,0,2,Russia,0,0
+9940777471503,6,7,68.46,1,0,0,0,0.388,0,0,branch,0,0,2,None,0,0
+9940513168343,3,3,136.66,1,1,0,1,0.104,0,0,branch,0,0,1,UAE,0,1
+9940519189029,9,5,40.42,1,0,0,0,0.067,1,0,branch,2,0,3,UAE,0,1
+9940507766025,4,8,141.11,1,1,0,0,0.958,0,0,home,0,0,1,Turkey,1,1
+9940772572185,5,4,140.32,1,1,0,1,0.127,0,0,branch,0,0,2,UK,1,1
+9940703824620,6,5,94.14,2,0,0,1,0.752,0,1,home,0,0,1,Russia,0,0
+9940502651961,6,4,55.64,1,0,0,0,0.959,0,1,home,0,0,4,Germany,0,1
+9940553455238,7,5,126.32,2,1,1,0,0.929,0,1,home,0,0,0,UK,1,0
+9940554289467,3,5,126.0,1,0,0,0,0.301,0,1,branch,2,0,4,Turkey,0,1
+9940552178012,1,2,107.45,1,1,0,1,0.416,0,0,branch,3,0,0,None,0,0
+9940771129908,5,1,30.36,1,1,0,1,0.691,0,1,home,0,0,4,Germany,0,1
+9940504949394,5,4,142.78,1,0,0,1,0.698,0,0,home,1,0,4,Russia,0,0
+9940517308919,6,5,86.24,1,2,0,0,0.204,0,1,branch,1,0,3,Russia,0,1
+9940503726681,5,8,137.28,0,2,0,0,0.099,0,0,branch,1,0,1,Turkey,0,1
+9940518744112,6,5,41.83,1,1,0,0,0.119,0,0,branch,2,0,3,Turkey,0,1
+9940774323455,8,6,27.66,0,3,0,1,0.255,1,1,branch,0,0,1,Russia,0,1
+9940779107173,8,3,44.47,1,0,0,0,0.714,1,1,home,0,0,2,None,0,0
+9940503123975,6,4,128.81,2,0,0,1,0.09,0,0,branch,0,0,1,UAE,0,1
+9940705854002,5,5,141.12,1,3,0,0,0.761,0,1,home,2,0,1,UAE,0,1
+9940517868398,7,9,33.18,0,0,0,1,0.115,0,0,branch,1,0,3,UAE,0,0
+9940501531352,9,5,98.5,0,3,1,1,0.245,1,1,branch,0,0,1,Russia,1,1
+9940519370029,4,3,175.87,1,1,0,1,0.537,0,0,branch,0,0,4,UAE,0,0
+9940504284630,6,6,33.63,0,0,0,0,0.196,0,1,branch,0,0,1,Turkey,0,1
+9940555481386,3,7,170.56,3,0,0,0,0.977,0,1,home,1,0,1,Turkey,0,1
+9940776655950,2,5,74.85,1,1,0,1,0.101,0,1,branch,1,0,2,Germany,0,1
+9940556786985,2,9,179.81,0,0,0,1,0.485,0,0,branch,1,0,1,Germany,0,1
+9940701213016,4,3,66.89,2,0,1,0,0.572,0,0,branch,0,0,0,None,0,0
+9940558804549,7,1,118.66,1,0,0,1,0.989,0,1,home,2,0,3,Turkey,0,1
+9940506612439,2,4,85.17,1,2,0,0,0.828,0,1,home,0,0,3,Turkey,1,1
+9940509989465,4,6,61.73,0,1,0,1,0.4,0,1,branch,1,0,4,UK,0,1
+9940515243614,8,2,73.27,1,3,1,0,0.287,1,0,branch,0,0,0,UK,0,1
+9940516521647,5,7,85.14,0,2,0,0,0.604,0,0,home,0,0,3,None,0,0
+9940774969564,8,4,118.5,0,1,0,1,0.034,1,0,branch,0,0,2,Germany,0,0
+9940779008014,6,6,138.67,1,2,0,0,0.251,0,1,branch,0,0,2,Turkey,0,1
+9940778491485,6,5,101.47,0,0,0,0,0.238,0,1,branch,1,0,4,None,0,1
+9940709177473,5,7,144.05,1,2,0,0,0.615,0,1,home,0,0,3,Russia,0,1
+9940555538526,3,10,154.43,4,2,0,0,0.76,0,0,home,0,0,2,Turkey,0,1
+9940708123062,7,4,103.62,1,1,0,0,0.745,0,0,home,0,0,4,Russia,0,1
+9940554229153,2,6,86.78,1,2,0,0,0.306,0,0,branch,2,0,4,Turkey,1,0
+9940705148382,7,4,104.21,0,0,0,1,0.187,0,0,branch,0,0,2,UK,0,1
+9940707841960,4,6,51.97,2,0,0,0,0.84,0,0,home,1,0,0,Turkey,0,1
+9940701730385,3,2,43.3,2,0,0,0,0.278,0,1,branch,0,0,2,None,1,1
+9940707394409,8,4,76.59,1,2,0,1,0.837,1,0,home,0,0,0,Russia,0,1
+9940501142249,3,4,53.19,1,1,0,1,0.53,0,1,branch,1,0,1,UK,1,1
+9940706225856,9,5,136.68,1,0,0,1,0.097,1,0,branch,1,0,3,UAE,0,1
+9940515294805,8,6,96.44,1,1,0,1,0.221,1,0,branch,0,0,0,Russia,0,1
+9940705218109,4,1,157.49,0,0,0,0,0.033,0,1,branch,0,0,4,UAE,1,1
+9940555448830,5,7,47.41,0,0,0,1,0.207,0,1,branch,0,0,0,None,0,0
+9940775427401,0,8,101.52,2,1,0,1,0.242,0,1,branch,0,0,1,Russia,0,1
+9940514666261,9,7,79.27,0,1,0,0,0.136,1,0,branch,4,0,1,Turkey,0,1
+9940775062187,6,4,151.14,1,2,0,0,0.58,0,0,branch,0,0,3,UK,0,1
+9940776113505,2,3,164.17,0,2,0,0,0.093,0,0,branch,1,0,3,UAE,0,1
+9940517871191,2,6,49.65,0,1,0,1,0.864,0,1,home,0,0,3,Russia,0,1
+9940555969463,4,2,31.42,1,0,0,1,0.659,0,0,home,3,0,1,Turkey,1,1
+9940556782704,9,1,86.9,1,3,0,1,0.113,1,0,branch,1,0,3,UAE,0,0
+9940708529516,3,7,101.37,0,2,0,0,0.108,0,0,branch,1,0,2,Russia,1,0
+9940709905609,8,5,61.94,1,2,1,0,0.759,1,0,home,0,0,4,Turkey,0,0
+9940771977913,6,6,67.83,1,1,0,1,0.003,0,1,branch,2,0,1,UAE,0,1
+9940517416332,6,3,73.81,1,2,0,0,0.501,0,1,branch,1,0,1,Russia,0,1
+9940553026598,4,5,154.3,0,1,0,1,0.957,0,0,home,2,0,1,Russia,0,0
+9940552771028,4,6,52.13,2,1,0,1,0.714,0,0,home,2,0,3,UAE,0,1
+9940778137044,4,8,69.75,0,1,0,1,0.256,0,0,branch,1,0,3,Turkey,0,0
+9940511618221,2,3,100.95,1,0,0,1,0.696,0,0,home,3,0,2,Turkey,0,1
+9940558630530,2,2,112.96,2,1,0,1,0.964,0,0,home,1,0,4,Turkey,0,0
+9940507934905,5,4,141.51,1,2,0,0,0.06,0,0,branch,4,0,3,None,1,1
+9940779953416,6,4,94.92,1,1,0,0,0.45,0,1,branch,2,0,0,Turkey,0,1
+9940517011485,5,3,81.69,2,0,0,1,0.592,0,1,branch,0,0,3,UAE,0,0
+9940518856207,3,5,44.05,1,0,0,0,0.436,0,0,branch,0,0,1,Turkey,0,1
+9940552066813,6,3,95.38,1,1,0,1,0.073,0,0,branch,0,0,0,UAE,0,0
+9940559009090,4,7,86.58,1,0,1,0,0.162,0,0,branch,0,0,2,None,0,1
+9940772442933,5,5,66.89,1,2,0,1,0.76,0,1,home,0,0,4,Russia,0,0
+9940553829131,7,3,68.44,1,1,0,1,0.14,0,0,branch,1,0,3,UK,0,1
