phone_number,monthly_spend,total_spent,avg_parcel_value,cltv,support_calls,downtime_hours,payment_delay_days,complaints,flights_per_month,trips,intl_ratio,extra_baggage_tendency,next_booked_flight_days,last_flight_days,login_freq,verified,app_ratio,digital_literacy_score_enc,biometric_enabled,sso_usage,loyalty_points,loyalty,parcels_sent,intl_shipments,money_transfers_frequency,data_usage_gb,speed_mbps,device_count,tenure_months,customer_satisfaction_score,smart_home_devices,services,security_alerts,digital_signature_used,govt_services_usage,revenue_score,risk_score,digital_score,loyalty_score,mobility_score,cross_sell_potential,travel_imminent,high_data_user,is_business_persona,churn_score,cluster,segment,churn_tier
+9940706815554,62.72,266.01,60.33,1066.18,3,5.73,0,0,3,3,0.618,0,20,107,32.0,1,0.55,2,0,0,14864,198,3,2,0,200.7,50,3,17,3,0,5,0,1,1,358.89500000000004,10.73,51.0,15072.6618,15.09,17.944750000000003,0,0,0,0.24684602885292278,1,Standard,🟢 Loyal
+9940774887510,45.85,303.91,53.14,412.68,2,1.02,0,1,4,1,0.774,3,33,137,14.9,0,0.216,2,0,0,29244,195,4,1,3,46.3,20,5,9,5,3,2,1,0,7,376.33000000000004,6.02,19.22,29443.1268,16.87,15.053200000000002,0,0,1,0.4435771663120252,2,Standard,🟡 Medium Risk
+9940504298344,63.63,2218.3,71.38,1272.55,4,4.64,0,2,1,0,0.263,3,68,90,12.8,0,0.169,2,0,0,4173,0,5,0,1,39.6,50,3,20,5,2,1,0,1,0,2317.6200000000003,12.64,16.18,4185.7255,4.3149999999999995,69.52860000000001,0,0,1,0.7886126463028061,4,Standard,🔴 High Risk
+9940557923182,35.3,174.02,64.53,353.01,2,3.05,2,2,4,1,0.251,2,80,359,13.9,1,0.179,2,0,0,26008,177,7,1,0,67.3,20,1,10,3,1,1,1,1,8,241.58499999999998,6.05,25.48,26188.5301,14.254999999999999,12.07925,0,0,0,0.3188717242531674,1,Standard,🟢 Loyal
+9940775848747,62.67,234.25,63.81,1253.39,3,1.72,4,1,1,2,0.334,1,45,292,11.7,1,0.192,1,0,0,3944,310,3,0,3,10.0,20,4,20,2,1,1,0,1,3,328.82500000000005,8.719999999999999,23.54,4266.5339,6.67,16.441250000000004,0,0,0,0.39826490514380825,1,Standard,🟢 Loyal
+9940557601197,77.57,62.58,91.97,1861.6,0,0.12,0,3,2,2,0.513,3,8,318,25.7,0,0.499,2,0,0,16491,200,7,2,4,152.8,50,3,24,5,1,4,0,1,1,186.135,1.12,35.68,16709.616,10.565,7.445399999999999,1,0,0,0.06855829119189934,1,Standard,🟢 Loyal
+9940777385268,150.65,698.67,184.7,7381.87,0,0.31,2,2,3,0,0.103,3,1,239,35.7,1,0.714,1,1,1,35375,0,7,2,1,235.6,100,2,49,3,2,7,2,2,7,941.67,3.31,65.98,35448.8187,9.515,37.666799999999995,1,0,1,0.06219654870427232,0,Digital Power User,🟢 Loyal
+9940501289341,103.86,395.92,125.45,3115.9,0,1.27,1,0,2,0,0.553,2,40,150,21.6,0,0.406,1,0,0,17034,0,6,2,1,136.2,20,2,30,5,1,4,1,3,5,562.505,5.27,29.720000000000002,17065.159,8.765,16.875149999999998,0,0,1,0.10815907296075578,3,Standard,🟢 Loyal
+9940502939430,91.7,166.99,104.33,1925.78,2,1.67,1,0,1,2,0.661,1,44,102,30.4,0,0.565,0,1,0,49550,200,7,0,0,145.5,20,4,21,3,1,5,0,1,3,310.855,6.67,46.699999999999996,49769.2578,8.305,12.4342,0,0,0,0.12198647976732142,1,Standard,🟢 Loyal
+9940706129845,12.46,198.44,36.56,137.08,3,2.26,0,3,3,2,0.979,1,36,325,40.3,1,0.858,2,1,1,8523,252,4,1,1,297.1,20,3,11,3,0,8,0,1,4,229.18,7.26,73.46,8776.3708,15.895,11.459000000000001,0,0,1,0.1563804319554316,3,Standard,🟢 Loyal
+9940519779913,82.61,179.68,80.24,1404.29,1,0.24,1,1,4,2,0.965,3,65,51,32.2,1,0.765,1,1,1,44707,244,3,0,0,189.5,200,3,17,3,0,7,1,0,4,302.41,1.24,63.5,44965.0429,18.825,15.120500000000002,0,0,1,0.051944004737181644,0,Digital Power User,🟢 Loyal
+9940552388547,154.46,350.28,189.05,6178.47,1,1.2,0,2,3,5,0.318,2,51,165,13.2,0,0.252,2,0,0,20660,985,9,2,1,50.6,200,4,40,4,1,2,0,2,6,599.265,4.2,18.24,21706.7847,15.59,23.9706,0,0,1,0.10272117577823049,3,Standard,🟢 Loyal
+9940551950022,85.97,81.54,99.55,1977.37,2,1.97,1,0,0,1,0.667,1,44,28,18.7,1,0.39,1,0,0,32548,189,6,3,2,111.7,50,2,23,4,1,3,1,1,5,217.285,6.97,34.5,32756.7737,4.335,8.6914,0,0,1,0.1621200118854445,0,Digital Power User,🟢 Loyal
+9940559469685,96.33,267.46,136.01,2600.96,2,0.62,1,0,4,3,0.733,0,14,124,17.5,1,0.344,1,0,0,18101,369,3,0,0,115.1,50,4,27,1,0,3,0,3,6,431.79499999999996,6.62,32.379999999999995,18496.0096,18.665,21.58975,1,0,0,0.1331519297747159,1,Standard,🟢 Loyal
+9940779701216,79.94,160.03,82.86,1758.63,1,2.41,1,1,1,2,0.832,2,58,337,27.8,0,0.572,1,1,0,24856,196,3,1,0,158.7,50,1,22,5,2,5,0,1,8,281.4,4.41,44.24,25069.5863,9.16,11.255999999999998,0,0,0,0.32928208914830764,1,Standard,🟢 Loyal
+9940502506284,98.13,135.01,120.15,3238.24,1,1.02,0,0,1,1,0.086,2,16,214,25.5,0,0.652,0,1,0,49622,57,4,0,0,244.7,100,3,33,1,0,6,0,1,3,293.215,3.02,43.54,49711.3824,4.43,11.728599999999998,0,0,1,0.11901462160210133,0,Digital Power User,🟢 Loyal
+9940704615370,88.56,50.0,122.73,2568.13,0,0.1,2,3,0,4,0.13,3,85,35,11.3,0,0.072,0,0,0,9622,236,3,1,1,33.3,100,3,29,5,0,0,0,1,4,199.925,1.1,12.74,9883.6813,4.65,5.997750000000001,0,0,0,0.08065370113321121,1,Standard,🟢 Loyal
+9940776639752,127.04,371.45,131.71,4700.51,4,0.2,1,0,0,2,0.298,1,-3,102,12.7,0,0.159,1,0,0,4668,168,5,2,1,50.8,50,3,37,4,0,1,1,2,9,564.345,5.2,15.879999999999999,4883.0051,3.49,16.93035,0,0,0,0.31351026825442496,1,Standard,🟢 Loyal
+9940702757050,5.0,272.35,25.88,35.0,0,0.76,0,0,2,0,0.268,3,9,59,10.6,1,0.147,0,0,0,27576,0,4,1,0,54.5,100,2,7,3,2,1,0,1,1,290.29,1.76,21.54,27576.35,7.34,11.611600000000001,1,0,0,0.09378907614248695,1,Standard,🟢 Loyal
+9940513936144,15.87,67.32,33.79,63.49,1,1.76,0,2,4,2,0.782,1,71,240,19.8,1,0.33,1,0,0,28886,178,6,0,0,128.4,20,1,4,1,0,3,1,0,4,100.085,3.76,34.400000000000006,29064.6349,17.91,5.00425,0,0,1,0.19987113412310054,0,Digital Power User,🟢 Loyal
+9940504557597,78.5,1730.75,90.43,1412.95,2,1.74,3,3,0,6,0.815,2,88,157,29.6,1,0.639,0,1,0,43965,324,4,1,0,201.3,100,5,18,5,2,6,1,1,9,1854.465,4.74,55.38,44303.1295,10.075,74.1786,0,0,1,0.11691812669058832,4,Standard,🟢 Loyal
+9940706774051,129.04,1510.36,163.03,4387.5,0,2.91,0,1,0,3,0.468,1,2,106,10.2,0,0.096,2,0,0,49477,438,5,0,1,10.0,200,3,34,4,1,0,1,2,7,1720.915,2.91,12.12,49958.875,5.34,51.627449999999996,1,0,1,0.13208887629586732,4,Standard,🟢 Loyal
+9940553772578,91.73,2286.02,113.9,2385.05,0,1.05,2,0,7,0,0.476,1,8,250,25.1,1,0.467,1,0,0,29355,0,9,1,0,183.8,20,4,26,3,0,4,0,0,6,2434.7,5.05,42.44,29378.8505,23.38,97.38799999999999,1,0,1,0.14652557082734158,4,Standard,🟢 Loyal
+9940504710326,92.64,987.43,93.79,1945.48,1,0.33,1,2,2,3,0.519,1,52,185,18.8,1,0.354,2,0,0,46389,528,8,1,0,110.9,100,5,21,2,1,3,1,1,8,1126.965,5.33,33.88,46936.4548,11.595,56.34825,0,0,1,0.08137597061488593,4,Standard,🟢 Loyal
+9940513606247,55.63,1544.19,60.61,1223.96,1,2.43,0,2,2,2,0.032,2,88,256,22.6,1,0.458,1,0,0,4743,170,8,1,0,164.7,100,3,22,4,0,4,1,2,1,1630.1250000000002,3.43,39.760000000000005,4925.2396,8.16,81.50625000000001,0,0,1,0.17136486196411035,4,Standard,🟢 Loyal
+9940777836786,68.44,191.92,88.17,1711.03,1,0.17,0,2,2,2,0.397,3,-5,282,28.2,1,0.522,0,0,0,34680,168,7,1,2,140.3,200,5,25,2,0,5,0,2,2,304.445,4.17,46.64,34865.1103,9.985,15.222249999999999,0,0,1,0.08848138192777337,0,Digital Power User,🟢 Loyal
+9940512377314,52.71,326.79,58.91,579.81,1,4.12,0,1,2,1,0.092,1,31,62,27.3,1,0.493,0,0,0,26463,129,5,1,1,74.9,200,3,11,3,2,4,0,2,9,408.955,5.12,45.16,26597.7981,7.46,20.44775,0,0,1,0.16375702927895627,0,Digital Power User,🟢 Loyal
+9940503076111,161.44,1114.17,205.89,8233.61,0,1.47,0,1,0,1,0.133,2,50,314,8.2,0,0.045,2,0,0,19846,121,4,1,0,10.0,20,1,51,2,1,0,0,2,8,1378.555,2.4699999999999998,9.1,20049.3361,1.665,41.35665,0,0,1,0.3161151949868389,4,Standard,🟢 Loyal
+9940703249905,52.24,50.0,62.69,783.53,0,0.81,0,0,1,1,0.685,2,53,34,34.5,1,0.712,1,1,1,42564,56,4,1,0,175.8,20,5,15,3,1,7,0,2,8,133.585,5.8100000000000005,64.74,42627.8353,7.425000000000001,6.679250000000001,0,0,1,0.11172588414370774,0,Digital Power User,🟢 Loyal
+9940509152125,49.8,94.8,70.93,796.85,0,0.67,0,1,0,3,0.544,0,15,15,46.3,1,0.928,1,1,1,36355,525,6,0,1,299.0,20,5,16,5,1,9,0,1,2,180.065,1.67,80.86,36887.9685,5.720000000000001,7.2026,0,0,1,0.18301582947442685,0,Digital Power User,🟢 Loyal
+9940779500285,47.7,186.91,77.86,763.25,2,2.72,1,1,1,1,0.435,2,-6,19,12.9,0,0.168,2,0,0,3481,65,5,0,4,102.2,100,3,16,4,2,1,0,2,4,273.54,7.720000000000001,16.26,3553.6325,6.175,10.941600000000001,0,0,0,0.26126753175725914,1,Standard,🟢 Loyal
+9940775501886,141.34,808.01,153.69,5370.91,4,0.25,2,2,2,6,0.759,2,57,265,37.8,0,0.908,1,1,1,46820,492,2,1,0,284.6,100,5,38,4,0,9,1,1,5,1026.195,5.25,63.959999999999994,47365.7091,15.795,41.047799999999995,0,0,1,0.6090379486282572,2,Standard,🟡 Medium Risk
+9940772407602,112.41,330.9,141.57,3484.64,6,1.6,0,1,2,1,0.581,1,88,26,8.4,0,0.125,2,0,0,24823,194,11,1,1,10.0,100,4,31,4,0,1,0,0,3,514.0949999999999,11.6,10.9,25051.8464,9.905,20.563799999999997,0,0,1,0.2417777367491065,2,Standard,🟢 Loyal
+9940777804837,141.71,198.99,142.51,5951.64,0,2.49,0,3,2,3,0.263,2,67,324,32.0,1,0.619,0,1,0,27111,276,5,1,1,154.3,50,5,42,4,0,6,1,0,2,411.95500000000004,3.49,57.379999999999995,27446.5164,10.315,20.59775,0,0,1,0.0723557858637648,0,Digital Power User,🟢 Loyal
+9940515428815,63.98,253.92,77.62,1407.67,2,6.17,0,2,2,2,0.663,0,81,269,35.5,1,0.806,1,1,1,8891,264,2,1,2,296.3,20,1,22,4,0,8,0,1,6,356.71,10.17,67.62,9169.0767,11.315000000000001,17.8355,0,0,1,0.2089488675353283,3,Standard,🟢 Loyal
+9940518647570,107.63,1322.38,144.93,3228.94,0,2.79,0,1,1,1,0.287,0,87,269,11.6,0,0.061,0,0,0,17155,194,3,1,1,10.0,20,5,30,4,1,0,0,0,4,1502.4750000000001,2.79,12.82,17381.2894,5.435,60.099000000000004,0,0,1,0.5107156002429745,4,Standard,🟡 Medium Risk
+9940514239950,70.81,160.25,83.2,1274.64,2,1.87,1,3,0,4,0.111,0,58,116,38.4,1,0.756,1,1,1,35642,568,3,1,1,310.7,50,2,18,1,0,7,0,1,8,272.66,7.87,69.52,36222.7464,4.555,10.906400000000001,0,0,1,0.5539851386509661,2,Standard,🟡 Medium Risk
+9940559989456,95.12,1763.58,105.62,2473.09,0,0.71,1,1,1,2,0.955,1,65,84,32.9,1,0.762,2,1,1,660,276,0,0,0,303.7,50,5,26,5,1,7,0,0,0,1911.5099999999998,3.71,64.14,960.7309,9.774999999999999,76.46039999999999,0,0,1,0.13823940513106744,4,Standard,🟢 Loyal
+9940778263029,40.31,388.85,49.99,403.09,0,0.01,2,1,2,0,0.834,3,9,117,18.3,1,0.437,2,0,0,19586,0,2,0,1,216.5,50,5,10,2,0,4,1,1,3,454.15500000000003,1.01,35.04,19590.0309,10.17,18.1662,1,0,0,0.1383244121727814,1,Standard,🟢 Loyal
+9940703015510,94.25,66.04,125.37,2827.39,3,9.14,0,1,1,2,0.547,1,84,272,29.6,1,0.596,0,1,0,25309,350,4,0,2,194.2,20,1,30,1,0,5,0,2,6,222.97500000000002,12.14,54.52,25687.2739,7.735,11.14875,0,0,0,0.23328867221660327,2,Standard,🟢 Loyal
+9940707529911,150.3,414.64,194.42,7063.94,1,0.21,4,0,2,2,0.096,2,51,77,13.5,1,0.36,0,0,0,45732,310,6,1,1,94.3,50,4,47,1,2,3,0,1,5,662.1500000000001,3.21,28.7,46112.6394,8.48,33.1075,0,0,1,0.10229728671764692,0,Digital Power User,🟢 Loyal
+9940773582031,69.3,50.0,59.11,1524.59,4,3.88,1,4,3,2,0.425,1,83,293,29.1,0,0.617,0,1,0,4652,234,4,1,1,199.5,200,2,22,5,0,6,0,2,3,148.855,9.879999999999999,46.44,4901.2459,13.125,5.954199999999999,0,0,1,0.6757372926119875,2,Standard,🔴 High Risk
+9940704148127,26.92,179.61,53.93,188.42,0,0.27,2,2,1,1,0.576,0,87,130,42.9,1,0.831,1,1,1,44175,71,2,1,2,285.7,20,2,7,5,2,8,0,0,6,233.49500000000003,3.27,75.52,44247.8842,6.88,11.674750000000001,0,0,1,0.08295397740567925,0,Digital Power User,🟢 Loyal
+9940513253897,177.64,1910.35,186.7,8881.97,1,0.16,2,0,2,0,0.332,1,20,66,22.5,0,0.541,1,0,0,15929,0,3,3,1,136.2,200,5,50,2,1,5,1,0,5,2181.3399999999997,3.16,33.32,16017.8197,7.66,65.44019999999999,0,0,1,0.14516175806074638,4,Standard,🟢 Loyal
+9940557139976,108.05,292.31,127.91,3025.33,2,1.78,2,5,1,1,0.193,2,67,145,10.8,1,0.27,1,0,0,13051,105,1,2,0,37.0,20,3,28,5,0,2,0,0,4,464.315,7.78,24.200000000000003,13186.2533,4.965,23.21575,0,0,0,0.19894487842005687,1,Standard,🟢 Loyal
+9940553365841,103.67,195.12,128.97,3317.43,1,2.12,0,0,0,3,0.507,3,31,332,43.5,1,0.953,1,1,1,31130,579,1,1,0,274.5,100,3,32,3,1,9,0,0,2,363.27500000000003,7.12,78.56,31742.1743,5.535,14.531,0,0,1,0.08649812953233947,0,Digital Power User,🟢 Loyal
+9940506749191,156.3,174.16,159.5,6721.08,2,0.15,0,2,4,0,0.887,2,0,111,21.1,1,0.459,2,0,0,21675,0,5,0,1,106.9,20,2,43,5,1,4,0,2,2,410.21000000000004,5.15,38.28,21742.2108,16.435000000000002,16.4084,1,0,0,0.14859612481529552,1,Standard,🟢 Loyal
+9940706242002,128.08,1131.0,152.86,5123.39,1,1.02,0,1,0,2,0.318,1,32,100,28.4,1,0.627,2,1,0,13888,234,3,1,0,237.7,50,4,40,5,0,6,0,1,1,1335.51,2.02,53.94,14173.2339,3.59,53.4204,0,0,1,0.08908082877819795,4,Standard,🟢 Loyal
+9940707757189,55.14,178.21,84.78,1047.59,4,1.69,1,1,0,3,0.872,1,38,264,17.6,0,0.203,2,0,0,10764,312,2,0,1,36.3,200,2,19,2,0,2,0,1,1,275.74,6.6899999999999995,21.660000000000004,11086.4759,7.36,8.2722,0,0,0,0.44624068052899163,1,Standard,🟡 Medium Risk
+9940709941701,35.58,144.91,43.43,320.24,0,0.67,1,0,0,1,0.38,0,26,345,26.6,1,0.549,1,0,0,11193,150,3,0,1,168.6,200,2,9,5,0,5,1,0,3,202.205,2.67,45.58,11346.2024,2.9,8.0882,0,0,0,0.08365865487266214,1,Standard,🟢 Loyal
+9940551079382,122.78,695.15,147.14,5156.61,0,0.35,0,1,2,2,0.281,0,33,83,24.1,1,0.45,2,0,0,11415,190,1,0,0,174.2,100,4,42,5,1,4,1,0,9,891.5,3.35,41.1,11656.5661,9.405000000000001,44.575,0,0,1,0.058198196892860744,3,Standard,🟢 Loyal
+9940709912501,44.28,85.27,42.42,664.19,3,0.56,1,5,3,0,0.864,1,64,182,32.4,1,0.594,0,1,0,29438,0,3,0,3,229.3,100,2,15,3,2,5,0,0,5,150.76000000000002,6.5600000000000005,57.28,29444.6419,13.32,6.030400000000001,0,0,1,0.1669469246242798,0,Digital Power User,🟢 Loyal
+9940771984181,41.73,817.21,62.46,625.95,0,1.96,1,0,1,2,0.094,2,62,287,19.8,0,0.437,1,0,0,22933,198,4,1,2,139.4,100,4,15,2,1,4,1,1,7,890.1700000000001,2.96,28.54,23137.2595,5.47,35.6068,0,0,1,0.09017854428964955,3,Standard,🟢 Loyal
+9940555740958,159.23,264.77,180.33,6846.83,2,0.43,3,0,1,0,0.764,0,30,48,12.4,0,0.222,2,0,0,3660,0,5,1,1,81.8,200,5,43,3,2,2,0,2,5,514.165,3.43,16.84,3728.4683,6.82,15.424949999999999,0,0,0,0.5339174083994802,1,Standard,🟡 Medium Risk
+9940554068007,53.69,261.25,50.4,644.32,2,1.19,1,1,2,3,0.476,1,61,79,31.7,1,0.568,2,1,0,11855,564,6,0,1,129.6,100,4,12,5,0,5,0,0,2,340.14,6.1899999999999995,56.06,12425.4432,11.379999999999999,17.006999999999998,0,0,0,0.18176791722530852,1,Standard,🟢 Loyal
+9940506751244,68.07,277.35,83.53,1837.85,2,0.06,0,0,1,3,0.079,1,82,258,25.0,0,0.495,1,0,0,46421,336,8,2,1,189.4,100,2,27,3,0,4,2,2,5,387.185,3.06,34.9,46775.3785,6.395,15.487400000000001,0,0,1,0.43635395197622473,0,Digital Power User,🟡 Medium Risk
+9940707495629,150.67,140.29,175.63,5273.54,1,1.98,1,1,0,2,0.674,1,80,105,28.7,1,0.494,2,0,0,40791,266,4,1,2,198.7,20,1,35,1,2,4,0,2,1,378.775,5.98,46.58,41109.7354,5.37,15.151,0,0,0,0.10384950409209323,1,Standard,🟢 Loyal
+9940778739734,10.51,183.41,52.67,63.08,1,1.85,1,2,3,2,0.37,3,47,207,17.7,1,0.364,1,0,0,49165,102,4,2,0,34.3,200,3,6,1,2,3,0,1,0,220.255,3.85,32.98,49267.6308,12.85,11.01275,0,0,0,0.11160567216397034,1,Standard,🟢 Loyal
+9940704617815,163.45,315.04,174.61,7845.72,2,2.16,1,0,2,0,0.757,1,75,172,26.2,0,0.555,2,1,0,34641,0,11,1,0,237.0,100,3,48,4,0,5,0,1,9,565.7950000000001,5.16,42.3,34719.4572,9.785,16.973850000000002,0,0,1,0.19644648507795018,0,Digital Power User,🟢 Loyal
+9940779396400,39.36,152.84,29.06,354.28,1,0.95,2,1,3,1,0.514,2,22,278,39.0,1,0.762,2,1,1,49458,104,1,0,0,200.7,50,2,9,4,0,7,1,2,5,206.73,2.95,70.24000000000001,49565.5428,12.57,10.3365,0,0,1,0.08655610155572341,0,Digital Power User,🟢 Loyal
+9940773901917,84.09,143.67,73.1,1934.05,0,0.43,2,2,2,2,0.805,2,7,177,44.4,1,0.816,2,1,1,34311,294,7,0,0,268.4,20,2,23,2,2,8,1,1,7,264.31,1.43,76.72,34624.3405,12.025,13.215499999999999,1,0,1,0.08462453277945672,0,Digital Power User,🟢 Loyal
+9940702834745,45.21,1265.05,53.26,723.3,2,0.6,1,2,0,2,0.024,1,74,109,19.5,0,0.461,2,0,0,334,280,8,1,1,141.3,100,5,16,4,1,4,0,1,6,1336.89,4.6,28.72,621.233,2.12,40.106700000000004,0,0,1,0.18170170204417352,4,Standard,🟢 Loyal
+9940554412188,76.8,1350.89,82.68,2073.63,0,2.32,0,0,1,0,0.485,2,63,106,27.1,1,0.416,2,0,0,27756,0,5,0,2,122.3,200,1,27,2,1,4,0,1,9,1469.03,3.32,43.42,27776.7363,5.425,58.7612,0,0,1,0.10781656503541716,4,Standard,🟢 Loyal
+9940505756875,94.55,1035.27,94.77,2552.93,1,1.64,2,1,1,0,0.5,3,59,21,20.8,1,0.395,2,0,0,116,0,5,0,0,110.3,200,2,27,3,1,3,0,0,0,1177.205,3.6399999999999997,36.7,141.5293,5.5,47.0882,0,0,1,0.10563466806621324,4,Standard,🟢 Loyal
+9940507013437,33.24,94.88,45.51,498.67,3,5.07,3,1,1,1,0.855,1,66,44,23.9,0,0.387,1,0,0,6876,54,8,1,1,76.5,200,2,15,2,0,3,1,0,2,150.875,12.07,31.64,6934.9867,8.275,6.035,0,0,1,0.8126988206459821,2,Standard,🔴 High Risk
+9940518495532,74.91,470.09,105.87,1872.82,2,0.27,0,0,1,4,0.858,1,23,63,29.5,1,0.626,1,1,0,5158,600,9,0,0,208.8,200,5,25,1,0,6,1,0,0,597.935,5.27,55.019999999999996,5776.7282,11.29,29.896749999999997,0,0,1,0.17174130037169516,3,Standard,🟢 Loyal
+9940553023713,41.96,300.52,57.74,671.29,1,13.17,0,2,0,4,0.48,3,19,319,30.9,0,0.614,2,1,0,2475,528,4,0,0,172.6,100,2,16,5,3,6,0,3,1,371.34999999999997,17.17,48.18,3009.7129,6.4,11.1405,0,0,1,0.7143591616903977,2,Standard,🔴 High Risk
+9940703728818,97.9,262.03,96.93,2153.73,0,0.47,2,3,0,3,0.276,2,79,174,19.5,0,0.232,1,0,0,45861,222,2,4,1,17.2,200,2,22,3,2,2,0,0,5,408.395,4.47,24.14,46104.5373,4.38,12.25185,0,0,1,0.07112485751292554,0,Digital Power User,🟢 Loyal
+9940559448112,36.95,2043.13,60.41,665.17,0,1.13,2,1,1,3,0.44,1,68,355,35.6,1,0.596,2,1,0,8110,501,5,0,1,137.5,20,2,18,5,0,5,1,1,2,2110.285,3.13,60.52,8617.6517,8.2,105.51424999999999,0,0,1,0.13043887769849463,4,Standard,🟢 Loyal
+9940504958280,77.16,1778.86,109.92,1774.75,0,5.48,0,1,2,6,0.725,0,36,17,21.0,0,0.368,2,0,0,43469,456,3,0,0,58.7,50,5,23,1,0,3,0,1,1,1910.98,9.48,28.36,43942.7475,15.625,76.4392,0,0,1,0.365408059635775,4,Standard,🟢 Loyal
+9940513174137,38.6,369.35,32.94,463.14,1,2.1,1,0,0,3,0.077,2,33,360,25.5,1,0.561,2,1,0,15637,591,8,1,0,147.3,50,2,12,2,0,5,1,2,4,424.4200000000001,8.1,49.72,16232.6314,3.385,16.976800000000004,0,0,1,0.16008091762539883,3,Standard,🟢 Loyal
+9940779870588,85.87,236.04,100.65,1975.03,0,0.16,0,2,1,1,0.977,1,3,240,29.9,1,0.625,1,1,0,887,84,6,2,1,206.8,100,2,23,3,1,6,1,1,0,372.23499999999996,0.16,55.4,990.7503,8.885,18.611749999999997,1,0,1,0.08749044612082049,3,Standard,🟢 Loyal
+9940775040741,35.49,506.97,68.93,603.36,0,1.98,2,0,3,3,0.638,2,-3,181,15.0,0,0.473,0,0,0,16786,399,2,1,1,113.3,50,2,17,1,2,4,1,3,3,576.9250000000001,5.98,24.46,17191.0336,15.19,23.077,0,0,1,0.13211164384258003,3,Standard,🟢 Loyal
+9940519865419,66.75,253.38,68.2,1068.04,0,0.89,3,0,3,4,0.427,2,72,184,45.7,0,0.882,1,1,1,3580,612,11,1,1,303.7,50,5,16,4,0,8,0,1,3,354.23,2.89,71.34,4202.6804,15.135,14.1692,0,0,1,0.29711985242314815,3,Standard,🟢 Loyal
+9940779273842,105.32,984.13,103.34,2527.66,2,2.81,0,1,0,0,0.594,2,26,348,35.1,1,0.705,1,1,1,15641,0,5,1,1,206.7,200,4,24,5,0,7,0,1,6,1141.1200000000001,8.81,65.2,15666.2766,2.9699999999999998,34.2336,0,0,1,0.4824625988710662,2,Standard,🟡 Medium Risk
+9940709154960,54.1,1383.01,66.67,919.64,0,2.7,1,1,2,3,0.893,2,61,77,29.6,0,0.633,1,1,0,15173,243,7,1,3,178.4,100,3,17,2,0,6,0,1,6,1470.445,2.7,47.260000000000005,15425.1964,13.465,58.8178,0,0,1,0.07916500121253135,4,Standard,🟢 Loyal
+9940776236546,22.59,103.39,11.26,180.73,1,0.53,0,2,1,0,0.402,2,80,121,14.4,1,0.248,1,0,0,2523,0,3,1,0,75.2,100,2,8,5,1,2,0,2,0,131.61,2.5300000000000002,27.36,2524.8073,5.01,5.2644,0,0,1,0.21301861750415965,3,Standard,🟢 Loyal
+9940778186034,16.68,1228.88,51.03,166.81,0,0.68,1,3,4,4,0.226,3,-4,291,30.9,1,0.716,1,1,1,13965,788,6,1,0,270.7,20,1,10,5,1,7,0,1,0,1271.0750000000003,2.68,61.22,14754.6681,17.13,63.553750000000015,0,0,1,0.11532888080073168,4,Standard,🟢 Loyal
+9940709644996,102.05,152.7,92.42,2959.32,1,1.65,0,1,3,1,0.668,3,19,6,30.0,0,0.538,2,0,0,5733,87,3,2,0,106.7,100,1,29,3,1,5,0,1,3,300.96,6.65,40.760000000000005,5849.5932,13.34,12.0384,0,0,0,0.2002103444250252,1,Standard,🟢 Loyal
+9940513422174,115.32,122.19,132.09,4382.3,2,0.03,1,3,3,2,0.055,2,6,239,32.5,0,0.7,2,1,1,75,174,6,0,2,276.4,50,2,38,4,0,7,0,2,9,303.555,3.03,54.5,292.823,11.275,12.1422,1,0,1,0.12270886061522193,3,Standard,🟢 Loyal
+9940701339732,142.05,194.09,146.79,5255.85,0,1.5,0,0,0,4,0.376,0,44,225,34.4,1,0.695,2,1,0,31167,292,5,2,0,247.0,100,4,37,3,1,6,2,1,3,409.53499999999997,1.5,61.3,31511.5585,5.88,16.3814,0,0,1,0.05416801914727633,0,Digital Power User,🟢 Loyal
+9940513887650,137.96,1019.19,128.54,4138.85,0,2.64,3,2,0,2,0.208,3,79,200,9.8,0,0.157,1,0,0,4070,230,7,0,1,46.2,200,4,30,2,0,1,0,4,6,1221.42,2.64,12.940000000000001,4341.3885,3.04,36.6426,0,0,1,0.15398499496135004,4,Standard,🟢 Loyal
+9940516732085,65.23,363.68,75.64,1500.28,4,2.04,2,2,2,2,0.752,2,13,162,33.4,1,0.744,1,1,1,34620,116,7,1,1,270.5,50,4,23,2,1,7,1,2,4,466.73,9.04,64.28,34751.0028,11.76,23.3365,1,0,1,0.2180478655947626,0,Digital Power User,🟢 Loyal
+9940705925545,159.82,680.39,202.5,7351.58,0,4.74,0,1,2,3,0.859,3,-4,264,37.4,1,0.774,2,1,1,33907,402,6,1,3,219.2,200,4,46,2,3,7,0,1,9,941.46,7.74,68.88,34382.5158,13.295,47.073,0,0,1,0.108644661537793,4,Standard,🟢 Loyal
+9940551725261,120.98,888.61,150.18,4960.24,1,2.99,1,2,1,4,0.805,3,57,340,30.4,1,0.593,2,1,0,42221,556,7,1,0,189.4,100,3,41,5,0,5,0,2,2,1084.68,6.99,55.26,42826.6024,11.025,54.23400000000001,0,0,1,0.0800329670737444,4,Standard,🟢 Loyal
