phone_number,verified,login_freq,services,security_alerts,backup_usage,digital_literacy_score,primary_document_types,biometric_enabled,sso_usage,data_sync_frequency,govt_services_usage,digital_signature_used,marketing_consent
+9940515764521,1,28.4,5,0,1,Medium,Business,0,0,Daily,9,2,1
+9940702701481,1,39.6,7,0,1,Medium,Government,1,1,Weekly,9,0,1
+9940508945429,0,17.8,3,0,1,Low,Personal,0,0,Daily,9,0,1
+9940517548862,0,18.5,4,0,1,High,Government,0,0,Weekly,9,1,1
+9940707844913,0,31.9,6,0,1,Medium,Personal,1,0,Daily,9,0,1
+9940702525295,1,26.8,5,1,1,Medium,Banking,1,0,Daily,9,0,1
+9940507373417,0,29.5,7,0,1,Medium,Banking,1,1,Daily,6,0,1
+9940558526203,1,14.9,2,1,0,High,Banking,0,0,Never,8,0,1
+9940512576624,1,15.3,2,0,0,Medium,Business,0,0,Weekly,9,1,1
+9940557761501,1,27.2,6,2,1,Medium,Banking,1,0,Never,9,1,0
+9940774219143,0,19.8,3,0,1,High,Business,0,0,Weekly,9,1,1
+9940508088212,1,20.8,3,0,1,Low,Personal,0,0,Daily,3,0,1
+9940775305643,1,40.2,7,0,1,High,Banking,1,1,Never,0,1,1
+9940558219877,1,17.5,4,1,0,Medium,Personal,0,0,Daily,9,3,1
+9940702326833,1,32.5,6,0,0,Medium,Personal,1,0,Never,8,1,0
+9940554501720,0,13.3,1,2,1,High,Personal,0,0,Daily,3,0,1
+9940513460867,0,18.7,3,0,0,Low,Banking,0,0,Daily,7,1,0
+9940703235277,1,43.6,8,0,1,Medium,Government,1,1,Daily,7,1,1
+9940703774998,1,37.2,8,2,0,Medium,Banking,1,1,Weekly,1,1,1
+9940504441903,0,22.3,2,0,1,High,Personal,0,0,Never,4,2,1
+9940702145485,0,10.3,1,0,1,Medium,Government,0,0,Daily,7,1,1
+9940707363742,1,34.6,6,1,1,High,Personal,1,0,Weekly,3,1,1
+9940515952156,0,12.3,1,0,0,Medium,Banking,0,0,Daily,8,1,1
+9940778463425,0,16.1,3,0,1,High,Personal,0,0,Weekly,2,2,1
+9940707345253,1,37.4,7,0,1,High,Personal,1,1,Never,0,1,1
+9940512341391,1,37.7,8,0,0,Medium,Business,1,1,Never,3,1,1
+9940501629384,0,25.1,4,0,0,High,Personal,0,0,Weekly,6,2,1
+9940704805277,1,32.0,7,0,1,Low,Banking,1,1,Never,6,3,1
+9940515330107,1,37.4,8,0,0,Medium,Personal,1,1,Weekly,4,0,1
+9940703162247,1,10.9,1,0,1,Medium,Personal,0,0,Daily,4,1,1
+9940558039899,1,40.3,9,0,0,High,Banking,1,1,Daily,5,2,1
+9940556234241,1,30.7,6,0,0,Medium,Personal,1,0,Daily,8,2,1
+9940507731910,1,13.8,2,0,1,High,Banking,0,0,Weekly,6,2,1
+9940701981094,1,25.4,5,0,1,Medium,Personal,0,0,Weekly,0,1,1
+9940508335657,1,37.1,7,0,0,Medium,Banking,1,1,Weekly,6,0,1
+9940552854813,1,14.9,2,0,0,Medium,Personal,0,0,Never,2,0,1
+9940775034165,1,21.3,3,0,0,High,Personal,0,0,Never,2,3,1
+9940774954343,0,15.3,2,0,1,Medium,Business,0,0,Weekly,8,1,1
+9940778385012,1,34.2,7,1,1,Medium,Personal,1,1,Daily,1,2,0
+9940773491620,0,23.0,4,0,0,Medium,Banking,0,0,Weekly,8,1,0
+9940553166777,1,21.9,3,0,0,Low,Personal,0,0,Weekly,2,2,1
+9940514056652,1,35.5,6,0,0,Medium,Personal,1,0,Weekly,6,1,1
+9940774247294,0,26.6,4,0,1,Medium,Government,0,0,Weekly,4,2,1
+9940772635169,0,15.4,2,1,1,Medium,Government,0,0,Daily,4,0,1
+9940772587200,1,33.2,7,0,0,Medium,Business,1,1,Weekly,2,1,1
+9940703082046,1,34.0,7,0,1,High,Personal,1,1,Never,2,1,0
+9940505207360,0,40.2,8,0,0,High,Business,1,1,Daily,5,2,1
+9940554090201,0,40.8,8,0,1,Medium,Government,1,1,Daily,9,1,0
+9940554528539,1,18.3,2,0,1,High,Personal,0,0,Never,3,1,1
+9940777471503,1,29.6,5,0,0,High,Banking,1,0,Never,6,1,1
+9940513168343,0,17.9,3,0,1,Medium,Personal,0,0,Weekly,6,2,1
+9940519189029,1,17.7,2,0,1,High,Personal,0,0,Weekly,0,1,1
+9940507766025,0,13.4,2,0,1,Low,Business,0,0,Weekly,1,2,1
+9940772572185,1,31.1,5,0,1,High,Personal,0,0,Weekly,6,0,1
+9940703824620,1,28.3,6,0,0,High,Business,1,0,Weekly,4,1,1
+9940502651961,1,29.1,6,1,1,High,Personal,1,0,Daily,2,0,1
+9940553455238,1,37.9,6,1,1,Low,Banking,1,0,Daily,6,1,1
+9940554289467,0,29.0,7,2,1,Medium,Business,1,1,Weekly,0,1,0
+9940552178012,0,8.9,2,0,0,Medium,Government,0,0,Daily,4,1,0
+9940771129908,1,38.5,9,1,1,Medium,Personal,1,1,Daily,2,0,1
+9940504949394,0,18.1,2,0,1,High,Banking,0,0,Weekly,3,2,1
+9940517308919,1,29.4,6,0,0,Medium,Business,1,0,Daily,2,0,1
+9940503726681,0,24.1,4,0,1,Low,Personal,0,0,Daily,5,1,1
+9940518744112,1,8.1,0,0,1,Low,Business,0,0,Daily,8,0,1
+9940774323455,0,39.2,8,1,1,High,Personal,1,1,Daily,0,0,1
+9940779107173,1,34.7,7,0,0,Medium,Personal,1,1,Daily,6,0,0
+9940503123975,0,26.2,5,0,1,High,Banking,0,0,Daily,1,0,0
+9940705854002,1,40.0,8,0,0,Medium,Personal,1,1,Never,3,3,1
+9940517868398,1,25.5,4,0,0,Low,Personal,0,0,Daily,6,1,1
+9940501531352,1,31.7,6,0,1,Medium,Personal,1,0,Daily,6,1,1
+9940519370029,1,22.8,4,0,1,High,Business,0,0,Daily,2,0,1
+9940504284630,0,32.9,6,0,0,Medium,Government,1,0,Weekly,8,2,1
+9940555481386,0,35.9,7,0,0,Low,Personal,1,1,Daily,4,2,1
+9940776655950,1,35.1,7,0,1,Low,Government,1,1,Weekly,4,0,1
+9940556786985,1,28.5,5,1,0,Low,Personal,0,0,Never,4,0,0
+9940701213016,0,21.5,3,1,1,Medium,Personal,0,0,Daily,3,2,1
+9940558804549,1,45.1,9,1,0,Medium,Personal,1,1,Weekly,8,0,1
+9940506612439,1,39.0,8,0,1,Low,Government,1,1,Weekly,8,0,1
+9940509989465,1,45.5,9,0,0,Medium,Personal,1,1,Daily,0,2,1
+9940515243614,0,7.4,0,0,1,High,Business,0,0,Daily,7,1,1
+9940516521647,1,26.0,5,1,1,Low,Banking,0,0,Daily,4,1,1
+9940774969564,1,24.8,4,1,0,Medium,Business,0,0,Daily,6,1,1
+9940779008014,0,35.6,8,0,0,High,Business,1,1,Daily,1,1,0
+9940778491485,0,34.4,6,0,1,Low,Personal,1,0,Weekly,4,1,1
+9940709177473,1,28.6,6,1,1,Medium,Banking,1,0,Daily,8,0,0
+9940555538526,0,20.9,4,0,0,Medium,Personal,0,0,Weekly,5,0,0
+9940708123062,0,17.5,4,1,1,Medium,Personal,0,0,Daily,9,0,1
+9940554229153,0,10.7,2,0,0,Medium,Personal,0,0,Weekly,1,1,1
+9940705148382,0,15.3,3,0,0,High,Business,0,0,Weekly,7,3,1
+9940707841960,1,19.6,5,0,1,Medium,Personal,0,0,Daily,6,2,1
+9940701730385,1,28.4,6,0,1,Medium,Business,1,0,Weekly,6,1,1
+9940707394409,1,18.9,4,0,0,Medium,Business,0,0,Weekly,0,1,0
+9940501142249,1,35.7,8,0,0,High,Personal,1,1,Weekly,7,3,0
+9940706225856,0,32.5,5,0,0,Medium,Business,1,0,Daily,8,1,1
+9940515294805,0,8.4,1,1,0,Low,Business,0,0,Never,4,3,0
+9940705218109,1,42.0,7,1,0,High,Banking,1,1,Weekly,5,0,1
+9940555448830,1,26.3,6,0,1,High,Personal,1,0,Never,7,1,1
+9940775427401,1,33.6,6,0,0,Low,Government,1,0,Weekly,4,4,1
+9940514666261,0,27.0,5,2,1,Medium,Business,0,0,Daily,6,0,1
+9940775062187,1,27.0,4,0,0,Medium,Personal,0,0,Daily,9,1,1
+9940776113505,1,18.7,4,0,0,High,Business,0,0,Weekly,9,1,1
+9940517871191,1,34.9,7,2,1,Medium,Business,1,1,Daily,9,1,1
+9940555969463,1,21.4,2,0,1,Medium,Personal,0,0,Daily,1,2,1
+9940556782704,1,32.8,5,0,0,Medium,Business,1,0,Weekly,2,1,1
+9940708529516,0,28.9,5,0,0,High,Personal,0,0,Weekly,2,0,0
+9940709905609,1,22.7,4,0,1,Medium,Personal,0,0,Weekly,9,0,0
+9940771977913,1,30.5,6,2,1,High,Business,1,0,Daily,2,1,1
+9940517416332,0,40.5,8,0,0,High,Banking,1,1,Daily,3,1,1
+9940553026598,0,14.5,3,1,1,Low,Personal,0,0,Daily,8,1,1
+9940552771028,1,14.8,3,1,0,High,Business,0,0,Daily,3,1,0
+9940778137044,1,19.3,3,1,1,High,Personal,0,0,Weekly,3,2,1
+9940511618221,0,8.5,1,0,1,Medium,Personal,0,0,Weekly,2,2,1
+9940558630530,1,28.6,5,0,1,Medium,Personal,0,0,Never,0,3,1
+9940507934905,0,25.7,4,0,0,Medium,Personal,0,0,Daily,0,0,1
+9940779953416,1,28.1,6,2,0,Medium,Banking,1,0,Never,5,1,1
+9940517011485,0,31.0,7,0,1,High,Banking,1,1,Never,8,2,0
+9940518856207,1,18.3,3,0,1,Medium,Personal,0,0,Weekly,5,0,1
+9940552066813,0,21.3,4,0,0,Medium,Banking,0,0,Weekly,5,0,0
+9940559009090,1,23.6,5,0,0,High,Banking,0,0,Never,6,1,1
+9940772442933,1,32.0,7,1,0,High,Personal,1,1,Never,9,3,1
+9940553829131,1,15.1,2,0,1,Medium,Personal,0,0,Weekly,0,1,1
+9940552153739,0,27.1,5,1,0,Low,Banking,0,0,Daily,0,0,0
+9940504614954,1,2.8,1,0,1,High,Business,0,0,Weekly,3,0,1
+9940507740988,1,11.2,1,2,1,Medium,Business,0,0,Daily,5,1,1
+9940513412765,0,13.0,1,0,1,Medium,Business,0,0,Never,0,0,1
+9940778399757,1,29.8,5,0,1,Medium,Personal,0,0,Weekly,4,0,1
+9940776456693,0,17.5,2,1,0,High,Banking,0,0,Weekly,7,1,0
+9940706660334,1,8.8,2,0,0,High,Government,0,0,Daily,2,1,1
+9940709449247,0,16.3,3,0,1,Medium,Personal,0,0,Daily,2,2,1
+9940514886611,0,24.2,5,0,1,Medium,Business,0,0,Daily,3,0,1
+9940504101767,1,40.1,8,0,0,Medium,Personal,1,1,Daily,6,0,0
+9940509950989,1,30.9,6,0,0,Medium,Banking,1,0,Daily,4,2,1
+9940516013015,1,12.6,2,0,1,Low,Banking,0,0,Never,2,1,1
+9940516531435,0,8.7,1,1,1,Low,Personal,0,0,Never,9,1,1
+9940503666696,0,5.9,0,0,0,High,Business,0,0,Daily,0,0,1
+9940512938931,0,28.7,6,1,1,High,Banking,1,0,Daily,4,1,1
+9940502528199,1,11.1,2,0,0,High,Business,0,0,Weekly,2,1,1
+9940703012030,1,31.6,6,0,0,High,Government,1,0,Weekly,3,1,1
+9940772756669,0,39.4,8,1,0,Medium,Banking,1,1,Weekly,0,2,1
+9940707720483,1,45.7,9,1,1,Low,Business,1,1,Weekly,7,1,1
+9940551521508,1,31.1,5,0,0,High,Government,0,0,Weekly,5,1,0
+9940556664459,1,32.3,7,0,1,Low,Personal,1,1,Weekly,0,2,1
+9940519543640,0,26.0,4,2,0,Medium,Personal,0,0,Weekly,9,2,0
+9940507889972,1,17.8,2,0,1,High,Business,0,0,Weekly,2,2,1
+9940554625916,1,33.6,8,2,0,Low,Banking,1,1,Never,3,0,1
+9940551534623,1,34.1,7,0,0,Medium,Business,1,1,Weekly,4,0,1
+9940508507087,0,11.9,3,0,1,Medium,Government,0,0,Daily,5,1,1
+9940551028338,1,31.5,6,0,0,Low,Banking,1,0,Weekly,6,1,1
+9940517131964,1,18.1,3,0,0,Medium,Personal,0,0,Daily,1,1,1
+9940507038540,1,39.4,7,1,1,Medium,Personal,1,1,Daily,2,0,1
+9940702727290,1,23.5,4,0,0,High,Personal,0,0,Weekly,3,0,1
+9940557658832,1,36.2,7,1,1,Low,Banking,1,1,Daily,9,0,1
+9940702579160,1,35.5,6,0,1,High,Personal,1,0,Weekly,5,1,1
+9940703030831,1,33.0,6,0,0,High,Personal,1,0,Daily,0,1,1
+9940778307893,1,37.1,7,0,1,Medium,Personal,1,1,Never,7,3,0
+9940779812160,0,11.0,1,0,0,Low,Personal,0,0,Daily,7,1,1
+9940703382405,1,17.9,3,0,1,High,Government,0,0,Daily,7,1,1
+9940779292042,1,37.0,6,0,1,Low,Business,1,0,Never,7,0,1
+9940559219565,0,33.8,7,0,1,High,Banking,1,1,Daily,2,0,0
+9940777924668,1,38.8,7,1,0,Medium,Government,1,1,Daily,8,2,1
+9940702260498,0,4.2,0,3,0,Low,Personal,0,0,Daily,0,1,1
+9940703694777,1,24.5,4,1,0,Medium,Business,0,0,Weekly,7,0,1
+9940777099376,0,15.4,2,1,0,Low,Government,0,0,Weekly,9,0,1
+9940559992974,0,6.8,1,2,0,Low,Personal,0,0,Daily,2,2,1
+9940708330264,0,30.5,6,1,1,High,Personal,1,0,Never,2,2,0
+9940514782419,0,14.3,2,3,0,High,Personal,0,0,Never,9,1,0
+9940773117307,1,28.7,5,0,1,Medium,Personal,1,0,Weekly,9,0,1
+9940709643030,0,16.9,3,0,1,Low,Banking,0,0,Weekly,9,0,0
+9940703485865,1,29.1,5,1,0,Medium,Personal,1,0,Daily,6,2,0
+9940554079971,0,34.7,6,0,0,High,Personal,1,0,Weekly,3,3,0
+9940779680669,0,18.0,4,2,0,Medium,Business,0,0,Weekly,9,2,0
+9940506054983,1,17.3,2,1,1,High,Banking,0,0,Never,9,0,1
+9940503381378,1,38.4,8,0,0,High,Personal,1,1,Daily,7,1,1
+9940551048109,0,9.4,1,1,0,High,Personal,0,0,Never,2,3,1
+9940704869613,0,12.0,2,0,0,Medium,Banking,0,0,Never,6,1,1
+9940779874012,0,26.7,3,1,0,Medium,Banking,0,0,Daily,5,0,1
+9940554892639,1,13.1,1,0,0,Low,Personal,0,0,Daily,4,1,0
+9940707295761,1,11.0,0,0,1,Medium,Business,0,0,Daily,3,1,1
+9940553277312,0,35.0,7,0,0,Medium,Business,1,1,Daily,4,1,0
+9940777980515,1,36.0,7,0,0,High,Personal,1,1,Daily,7,0,1
+9940707982119,0,26.8,4,0,1,Medium,Business,0,0,Daily,1,1,1
+9940556474707,0,26.9,4,0,1,High,Business,0,0,Daily,5,2,0
+9940777946643,0,23.3,3,1,1,Low,Personal,0,0,Weekly,1,0,1
+9940506209402,1,24.8,6,1,1,Medium,Personal,1,0,Daily,1,1,1
+9940774404861,0,10.9,0,0,0,Medium,Banking,0,0,Never,9,2,1
+9940507640919,1,13.0,2,0,0,Medium,Personal,0,0,Weekly,4,1,1
+9940518516131,0,14.8,3,0,0,Low,Personal,0,0,Weekly,2,1,1
+9940778569546,1,28.4,4,0,0,Low,Personal,0,0,Weekly,9,1,1
+9940702917674,1,31.1,6,0,0,High,Government,1,0,Weekly,4,3,1
+9940777089332,1,11.1,2,1,1,High,Personal,0,0,Daily,2,0,1
+9940701038751,0,38.4,8,2,0,Low,Banking,1,1,Weekly,6,0,1
+9940706147993,1,22.4,3,1,0,Medium,Government,0,0,Daily,6,0,0
+9940516140505,1,24.2,3,0,1,Medium,Banking,0,0,Never,2,0,1
+9940504271458,1,30.8,7,0,1,Low,Business,1,1,Weekly,5,2,1
+9940509946698,0,17.8,3,0,0,Low,Personal,0,0,Weekly,6,1,1
+9940518946647,0,37.9,6,0,0,Medium,Business,1,0,Daily,0,0,0
+9940501347798,1,15.2,4,1,1,High,Personal,0,0,Daily,4,0,1
+9940552879520,0,13.8,1,0,0,High,Personal,0,0,Daily,1,1,1
+9940702871982,0,27.6,5,0,0,Low,Banking,1,0,Weekly,6,1,1
+9940779078029,1,8.3,1,0,0,High,Personal,0,0,Weekly,1,2,1
+9940555670231,1,35.4,7,2,1,Medium,Personal,1,1,Daily,1,0,1
+9940777559871,1,35.7,7,0,1,Medium,Business,1,1,Daily,5,3,1
+9940778289465,0,17.6,3,1,0,High,Banking,0,0,Daily,7,2,1
+9940777908577,1,36.4,8,1,1,Medium,Personal,1,1,Never,4,1,0
+9940551801377,1,14.1,2,1,0,High,Business,0,0,Daily,6,0,1
+9940512263014,0,16.1,2,0,1,Medium,Business,0,0,Daily,9,0,0
+9940774557111,0,27.3,4,1,1,Medium,Personal,0,0,Weekly,4,1,0
+9940514045403,0,12.3,1,1,1,Medium,Personal,0,0,Never,0,1,0
+9940557723681,0,7.8,0,0,1,Low,Business,0,0,Weekly,1,1,0
+9940502406119,1,22.8,5,4,0,Medium,Personal,1,0,Daily,3,0,0
+9940704343888,1,33.1,5,1,0,Medium,Government,0,0,Weekly,9,0,0
+9940703129169,0,32.8,7,0,1,Low,Banking,1,1,Never,7,1,0
+9940502699527,1,34.7,6,0,1,High,Business,1,0,Daily,7,1,1
+9940512555234,1,27.8,6,0,0,Medium,Banking,1,0,Daily,9,2,1
+9940552759462,1,34.1,8,0,1,Medium,Banking,1,1,Daily,9,3,0
+9940556079358,0,8.8,2,0,1,Low,Business,0,0,Daily,6,2,1
+9940774690438,1,28.9,6,1,1,High,Government,1,0,Weekly,3,0,1
+9940514917593,1,32.8,6,0,1,High,Banking,1,0,Weekly,4,1,1
+9940775314753,1,23.4,4,1,0,Medium,Banking,0,0,Weekly,8,2,1
+9940557669539,1,31.5,6,0,1,High,Business,1,0,Weekly,2,1,1
+9940778756328,1,18.8,3,0,1,Medium,Banking,0,0,Daily,4,0,1
+9940515737919,0,34.0,7,0,0,Medium,Business,1,1,Daily,0,0,1
+9940506780271,1,43.1,9,0,1,Medium,Banking,1,1,Never,7,0,1
+9940507647025,1,25.4,4,0,0,High,Business,0,0,Weekly,2,1,1
+9940517213616,1,25.2,6,0,1,High,Banking,1,0,Weekly,3,0,1
+9940772208365,0,12.8,1,0,1,High,Personal,0,0,Daily,1,0,1
+9940509846883,1,30.1,5,0,0,Medium,Business,0,0,Weekly,3,2,1
+9940512483297,1,15.5,2,0,0,High,Business,0,0,Never,3,1,0
+9940504706590,0,12.8,3,1,1,High,Business,0,0,Weekly,0,1,1
+9940776873421,1,27.7,5,1,0,Low,Personal,1,0,Weekly,5,2,1
+9940704630189,1,27.7,4,1,0,Low,Government,0,0,Weekly,3,2,1
+9940703188180,1,18.5,3,1,0,High,Business,0,0,Daily,8,3,0
+9940709310121,1,43.3,9,1,0,Medium,Banking,1,1,Never,0,1,1
+9940701643767,0,23.0,4,1,0,Medium,Business,0,0,Daily,9,4,1
+9940703212880,1,23.5,4,0,1,High,Personal,0,0,Daily,5,1,0
+9940509936975,0,19.3,3,1,0,High,Personal,0,0,Never,5,2,1
+9940777568336,0,20.7,4,0,0,Medium,Business,0,0,Never,3,0,1
+9940701782787,1,21.6,4,3,0,Medium,Business,0,0,Daily,5,1,1
+9940707791157,0,19.7,4,0,1,Low,Business,0,0,Weekly,9,0,0
+9940519725588,1,27.0,5,0,0,Medium,Banking,1,0,Daily,3,1,1
+9940771880091,0,36.8,7,0,1,Medium,Business,1,1,Never,5,0,1
+9940514726466,0,17.2,3,1,1,High,Government,0,0,Daily,5,0,0
+9940505214082,1,29.0,4,0,0,Low,Personal,0,0,Weekly,6,0,1
+9940772179113,1,17.7,2,0,0,Medium,Business,0,0,Never,6,1,1
+9940512805062,1,21.0,3,0,1,Low,Personal,0,0,Weekly,7,0,1
+9940502563790,1,35.1,7,1,1,Medium,Banking,1,1,Daily,9,2,1
+9940702668377,1,18.7,2,0,1,Medium,Personal,0,0,Daily,0,3,1
+9940514631759,1,8.0,1,0,1,Low,Banking,0,0,Daily,1,1,1
+9940775174452,1,36.6,7,0,0,Medium,Personal,1,1,Daily,1,1,1
+9940553141861,1,4.3,0,0,1,Low,Personal,0,0,Weekly,5,1,1
+9940503604867,1,25.2,5,0,1,Medium,Business,0,0,Weekly,9,1,0
+9940772730130,1,39.4,8,2,1,Medium,Business,1,1,Never,8,0,1
+9940558164543,0,23.7,4,0,0,Medium,Personal,0,0,Weekly,0,1,0
+9940512905787,1,18.1,4,0,0,High,Business,0,0,Never,9,1,1
+9940709168443,1,31.8,6,0,0,Low,Business,1,0,Weekly,4,1,1
+9940555849698,0,12.4,0,2,0,Low,Personal,0,0,Daily,3,3,0
+9940508224484,1,15.0,2,0,1,Medium,Business,0,0,Daily,9,1,0
+9940706727549,1,24.3,4,0,1,Medium,Personal,0,0,Never,4,0,1
+9940553394277,0,29.1,5,0,0,Low,Personal,1,0,Daily,7,0,1
+9940706412259,0,14.4,1,1,1,Low,Personal,0,0,Weekly,1,0,1
+9940773467209,0,25.5,5,0,0,Medium,Banking,0,0,Weekly,1,4,0
+9940702067044,0,41.7,9,0,1,High,Government,1,1,Weekly,5,2,1
+9940703292554,0,24.0,4,2,0,High,Government,0,0,Daily,6,3,1
+9940513480764,1,42.6,8,0,0,High,Business,1,1,Daily,8,2,1
+9940512215342,1,39.6,7,0,0,High,Personal,1,1,Daily,5,1,0
+9940551212484,1,16.2,3,1,1,High,Personal,0,0,Daily,2,3,1
+9940779494184,1,35.7,8,0,0,Medium,Business,1,1,Never,3,1,1
+9940555620798,1,22.9,5,0,0,High,Banking,0,0,Daily,3,0,0
+9940514618429,1,21.2,3,0,1,Medium,Personal,0,0,Never,1,2,1
+9940709369569,0,17.6,4,1,1,High,Government,0,0,Daily,3,1,0
+9940773022205,1,8.9,1,2,1,High,Personal,0,0,Never,3,1,1
+9940774625835,0,20.9,2,1,1,High,Personal,0,0,Weekly,2,0,1
+9940518620038,1,12.4,0,0,1,Medium,Government,0,0,Weekly,8,2,1
+9940706688286,1,22.8,5,1,0,Low,Personal,0,0,Never,9,1,1
+9940554592757,0,25.7,4,0,0,Medium,Business,0,0,Daily,9,2,1
+9940553302449,1,14.6,2,0,0,Medium,Business,0,0,Weekly,0,2,1
+9940511316051,1,13.4,1,1,0,Medium,Personal,0,0,Weekly,7,0,1
+9940501765472,1,31.1,5,0,0,High,Personal,1,0,Daily,1,0,0
+9940512457473,1,38.2,8,1,0,High,Personal,1,1,Never,0,0,0
+9940558079574,0,17.5,3,0,0,Medium,Banking,0,0,Daily,2,2,1
+9940776753252,0,29.7,7,0,1,High,Business,1,1,Weekly,4,0,1
+9940774901210,1,20.6,2,3,1,High,Personal,0,0,Daily,6,4,1
+9940508046146,1,17.8,3,0,0,Medium,Government,0,0,Daily,0,4,1
+9940702447030,1,39.6,8,0,1,High,Banking,1,1,Daily,6,1,1
+9940502898409,1,23.7,4,0,1,Medium,Banking,0,0,Weekly,2,1,1
+9940704534563,1,16.5,3,0,0,High,Personal,0,0,Weekly,6,1,1
+9940519256559,1,8.1,1,0,1,High,Personal,0,0,Daily,5,1,1
+9940556528089,1,14.5,3,1,1,High,Personal,0,0,Weekly,5,1,1
+9940708658973,0,5.5,0,1,1,High,Business,0,0,Weekly,9,2,1
+9940553233456,1,15.1,3,0,0,Medium,Business,0,0,Daily,6,1,1
+9940778635425,0,14.3,2,0,1,Medium,Government,0,0,Daily,4,2,1
+9940551652317,0,28.0,6,0,1,High,Business,1,0,Daily,7,1,1
+9940773048950,1,41.3,9,0,1,High,Personal,1,1,Never,1,2,1
+9940705707228,1,26.7,6,0,1,Medium,Banking,1,0,Weekly,6,2,1
+9940511454823,0,21.4,4,0,0,High,Personal,0,0,Weekly,9,1,1
+9940708724356,1,33.3,6,0,1,Medium,Business,1,0,Weekly,7,1,1
+9940558806810,1,38.0,7,1,1,High,Personal,1,1,Weekly,7,1,1
+9940555873199,1,30.8,7,1,1,Low,Personal,1,1,Weekly,3,3,0
+9940503752201,1,27.8,5,0,0,High,Banking,0,0,Never,1,4,1
+9940501890675,1,18.2,2,0,0,Medium,Personal,0,0,Daily,8,1,1
+9940556570246,1,31.9,6,0,0,Medium,Personal,1,0,Never,1,2,1
+9940505839042,1,27.1,5,0,1,Medium,Banking,1,0,Daily,1,0,1
+9940777839701,0,19.5,4,0,0,Low,Business,0,0,Weekly,4,0,1
+9940776422812,0,14.0,2,0,0,Medium,Banking,0,0,Never,5,3,0
+9940702154639,1,16.9,3,2,1,Low,Government,0,0,Weekly,2,2,1
+9940702095883,1,40.0,6,0,1,High,Personal,1,0,Daily,1,1,1
+9940558027544,1,35.4,8,1,0,Low,Personal,1,1,Never,1,0,0
+9940502431215,1,40.9,7,1,1,Medium,Personal,1,1,Daily,5,2,1
+9940519446602,1,41.0,8,0,0,Medium,Personal,1,1,Weekly,1,2,1
+9940551953526,1,35.5,7,0,1,High,Banking,1,1,Daily,8,1,1
+9940777555373,1,30.1,5,0,1,Low,Banking,0,0,Daily,7,0,0
+9940519777077,0,26.0,5,2,0,Medium,Personal,0,0,Never,5,1,0
+9940554971004,0,23.7,5,0,0,High,Banking,0,0,Never,2,0,1
+9940511510427,1,37.8,8,1,1,High,Banking,1,1,Never,3,1,1
+9940508890102,0,31.2,6,0,1,Low,Personal,1,0,Daily,3,2,1
+9940502685762,1,43.3,8,0,1,Medium,Personal,1,1,Weekly,0,2,1
+9940515747118,1,37.2,7,0,0,High,Banking,1,1,Weekly,6,3,1
+9940509860822,1,31.6,7,0,1,Medium,Personal,1,1,Never,8,1,0
+9940507702937,1,9.7,0,0,1,High,Business,0,0,Daily,5,0,1
+9940511416849,1,36.3,8,0,1,Medium,Government,1,1,Daily,1,3,1
+9940518384552,0,31.0,5,0,1,High,Government,0,0,Weekly,3,0,1
+9940552451176,0,38.9,7,0,1,High,Business,1,1,Weekly,2,0,0
+9940507744175,1,16.3,2,0,0,Low,Banking,0,0,Daily,4,0,1
+9940516588597,0,6.9,1,3,1,Medium,Personal,0,0,Weekly,6,1,1
+9940553590693,1,26.7,5,0,1,High,Personal,0,0,Daily,0,1,1
+9940774812484,0,10.9,1,1,0,Medium,Banking,0,0,Daily,5,1,1
+9940702060594,1,35.3,6,0,0,Medium,Government,1,0,Daily,3,0,1
+9940779881056,1,23.4,5,0,0,Medium,Business,0,0,Never,7,1,1
+9940513145046,0,22.5,4,0,1,High,Personal,0,0,Weekly,9,2,1
+9940553778104,0,11.6,2,1,1,High,Business,0,0,Never,8,0,1
+9940555525873,1,26.1,5,2,0,Medium,Banking,0,0,Weekly,5,1,1
+9940777051423,0,22.6,3,0,1,Medium,Business,0,0,Weekly,1,1,1
+9940775547491,0,18.8,2,0,0,Low,Personal,0,0,Daily,3,2,1
+9940775546251,0,20.1,3,3,1,High,Government,0,0,Daily,2,2,1
+9940706243798,1,18.1,2,1,1,High,Banking,0,0,Weekly,4,0,0
+9940558719267,1,28.1,5,1,0,Low,Government,1,0,Daily,1,0,1
+9940554555916,1,37.7,9,2,1,High,Banking,1,1,Daily,1,2,1
+9940778489172,1,34.3,7,1,1,Medium,Personal,1,1,Weekly,3,3,1
+9940518082021,1,41.3,9,1,0,Low,Personal,1,1,Never,9,1,0
+9940519649056,1,33.8,7,0,0,Medium,Banking,1,1,Weekly,2,2,1
+9940779218382,0,34.8,9,0,1,Medium,Government,1,1,Daily,8,1,1
+9940518183620,1,19.3,3,0,1,Medium,Business,0,0,Weekly,0,0,1
+9940513220525,1,20.1,5,1,1,Medium,Personal,0,0,Weekly,2,1,0
+9940557968676,1,28.1,5,1,0,Medium,Personal,0,0,Never,3,0,1
+9940517628708,0,27.8,5,1,1,Low,Banking,0,0,Never,9,1,0
+9940773605513,1,25.5,5,2,1,High,Banking,0,0,Never,0,1,1
+9940777101745,1,24.2,5,1,0,High,Government,1,0,Daily,8,0,1
+9940513276723,0,25.9,5,1,0,Medium,Business,1,0,Weekly,0,0,1
