phone_number,trips,spend,app_ratio,cash_ratio,ticket_class,loyalty,delay,cancellations,group_travel,route_type,seasonal_traveler,heavy_luggage,marketing_consent
+9940516500528,1,90.81,0.401,0.599,Standard,107,0,1,0,domestic,0,0,0
+9940551457501,1,70.91,0.415,0.585,Standard,160,1,0,1,domestic,0,1,1
+9940556380946,1,83.52,0.333,0.667,Standard,93,1,0,1,domestic,0,0,1
+9940559832482,2,60.1,0.71,0.29,Business,330,0,0,0,domestic,0,1,1
+9940501155908,1,51.11,0.169,0.831,Standard,120,1,0,0,nakhchivan,0,0,1
+9940515221045,2,84.52,0.856,0.144,Business,298,0,0,1,domestic,1,0,1
+9940505449397,0,61.35,0.227,0.773,Standard,0,3,0,1,nakhchivan,0,1,0
+9940559070797,1,81.16,0.587,0.413,Standard,79,1,0,1,nakhchivan,0,0,1
+9940513545612,2,73.51,0.501,0.499,Standard,204,1,1,0,domestic,0,0,1
+9940555280050,3,59.53,0.789,0.211,Business,465,0,0,1,domestic,0,0,0
+9940557454727,2,104.49,0.578,0.422,Standard,214,0,0,0,international,1,1,1
+9940701542977,1,93.75,0.584,0.416,Standard,140,1,0,0,nakhchivan,1,0,1
+9940558209802,2,91.64,0.42,0.58,Standard,332,1,0,0,domestic,0,0,0
+9940708399921,0,42.76,0.327,0.673,Standard,0,0,0,0,domestic,0,0,1
+9940557476822,3,14.23,0.667,0.333,Business,183,0,0,0,domestic,1,0,1
+9940706833652,2,49.09,0.829,0.171,Business,292,1,1,0,international,1,0,1
+9940707728498,1,46.38,0.787,0.213,Business,121,0,0,1,international,0,0,1
+9940518035812,1,110.47,0.423,0.577,Standard,62,3,0,0,domestic,0,0,1
+9940519130554,1,10.0,0.864,0.136,Business,134,2,0,0,international,0,1,1
+9940704853528,1,119.27,0.682,0.318,Business,121,3,0,0,domestic,0,0,1
+9940515104506,3,76.0,0.375,0.625,Standard,528,1,0,0,nakhchivan,0,0,1
+9940556741430,5,78.95,0.675,0.325,Business,595,2,0,1,nakhchivan,0,1,1
+9940502737803,0,114.32,0.18,0.82,Standard,0,4,0,0,domestic,1,0,1
+9940558706060,1,112.93,0.858,0.142,Business,127,0,0,1,domestic,0,1,1
+9940557934619,3,76.18,0.936,0.064,Business,342,1,0,0,domestic,1,1,0
+9940706679588,3,68.79,0.902,0.098,Business,507,1,0,0,domestic,0,1,1
+9940553714862,1,75.04,0.441,0.559,Standard,176,2,1,1,domestic,1,1,0
+9940514129062,1,73.4,0.225,0.775,Standard,96,2,0,0,domestic,0,1,0
+9940774914770,3,68.22,0.218,0.782,Standard,285,0,0,0,domestic,1,0,1
+9940556962765,4,80.68,0.533,0.467,Standard,512,2,0,0,domestic,0,0,1
+9940778002312,5,41.66,0.645,0.355,Business,590,2,0,0,domestic,1,0,0
+9940707046687,2,81.66,0.414,0.586,Standard,276,2,0,1,nakhchivan,1,0,1
+9940559369394,2,27.35,0.411,0.589,Standard,314,3,0,0,nakhchivan,0,0,1
+9940779645281,2,60.14,0.4,0.6,Standard,228,0,0,0,international,0,1,0
+9940507344150,3,77.51,0.478,0.522,Standard,354,0,0,1,international,0,0,1
+9940774338210,1,10.0,0.604,0.396,Business,198,2,0,0,nakhchivan,0,0,0
+9940776391619,2,10.0,0.247,0.753,Standard,364,1,0,0,international,1,0,0
+9940554825735,3,68.19,0.604,0.396,Business,516,1,0,0,nakhchivan,0,1,0
+9940706661869,5,10.0,0.705,0.295,Business,440,0,0,1,international,0,1,1
+9940558309105,1,62.43,0.728,0.272,Business,184,1,1,0,international,1,1,0
+9940514323991,3,45.18,0.325,0.675,Standard,369,1,0,1,domestic,1,0,1
+9940705551860,4,72.98,0.703,0.297,Business,260,0,0,0,domestic,0,0,1
+9940511410728,5,89.64,0.669,0.331,Business,835,1,0,1,domestic,1,1,1
+9940517629157,3,19.19,0.484,0.516,Standard,327,1,1,0,domestic,0,0,1
+9940555408675,3,99.94,0.495,0.505,Standard,552,1,0,0,nakhchivan,0,0,0
+9940775137384,2,58.42,0.696,0.304,Business,312,2,0,0,nakhchivan,0,1,1
+9940515791876,1,80.9,0.751,0.249,Business,162,2,0,1,domestic,0,0,1
+9940552939456,4,107.14,0.053,0.947,Standard,620,0,0,1,international,1,1,1
+9940506381706,1,72.89,0.629,0.371,Business,199,0,0,0,domestic,1,0,0
+9940507706833,1,53.47,0.558,0.442,Standard,142,1,0,1,domestic,0,1,0
+9940504147085,3,57.06,0.662,0.338,Business,300,2,0,1,domestic,0,0,0
+9940502180396,4,66.95,0.712,0.288,Business,516,0,0,0,international,0,0,1
+9940774481525,0,82.41,0.178,0.822,Standard,0,2,1,0,domestic,1,1,1
+9940772787252,2,104.7,0.08,0.92,Standard,360,2,0,0,nakhchivan,1,1,0
+9940774365452,0,78.91,0.066,0.934,Standard,0,1,0,1,nakhchivan,0,0,1
+9940506641424,0,10.0,0.149,0.851,Standard,0,0,0,0,domestic,0,1,1
+9940502020551,1,104.87,0.878,0.122,Business,173,2,0,0,nakhchivan,0,0,1
+9940517725427,2,66.95,0.674,0.326,Business,306,1,1,0,international,0,1,1
+9940553021522,2,89.26,0.714,0.286,Business,206,1,0,1,nakhchivan,1,0,0
+9940519052190,1,71.65,0.592,0.408,Standard,146,0,0,0,domestic,0,0,0
+9940557591993,3,10.0,0.47,0.53,Standard,267,1,0,0,international,0,0,0
+9940503453278,1,10.0,0.534,0.466,Standard,130,0,0,0,domestic,1,0,1
+9940706069048,0,35.0,0.693,0.307,Business,0,2,0,0,domestic,0,1,0
+9940511996518,3,64.68,0.242,0.758,Standard,219,0,0,0,nakhchivan,0,1,1
+9940501897653,6,25.39,0.375,0.625,Standard,1092,1,0,1,international,0,0,1
+9940709604418,2,93.17,0.302,0.698,Standard,116,1,0,1,domestic,1,0,0
+9940778221881,2,41.78,0.538,0.462,Standard,194,4,1,0,domestic,1,1,0
+9940502389807,3,71.87,0.265,0.735,Standard,198,0,1,0,nakhchivan,1,1,1
+9940553544203,3,77.58,0.788,0.212,Business,231,0,1,0,domestic,1,0,0
+9940772779002,1,58.13,0.348,0.652,Standard,157,0,0,1,international,0,0,1
+9940704556450,1,35.89,0.622,0.378,Business,191,0,0,0,nakhchivan,1,0,1
+9940773621964,2,51.07,0.662,0.338,Business,136,0,1,1,domestic,0,1,0
+9940553952564,3,43.04,0.494,0.506,Standard,210,1,0,0,international,0,1,1
+9940515764521,3,37.22,0.533,0.467,Standard,549,0,0,0,domestic,0,0,1
+9940702701481,2,28.85,0.793,0.207,Business,114,2,1,0,nakhchivan,0,0,0
+9940508945429,2,82.44,0.315,0.685,Standard,276,3,0,0,domestic,0,0,0
+9940517548862,6,112.78,0.414,0.586,Standard,408,1,0,1,domestic,0,1,0
+9940707844913,5,63.64,0.693,0.307,Business,745,1,0,0,nakhchivan,1,1,1
+9940702525295,1,70.0,0.57,0.43,Standard,128,1,2,1,domestic,1,1,1
+9940507373417,2,54.17,0.718,0.282,Business,192,1,0,0,domestic,0,0,1
+9940558526203,3,51.36,0.252,0.748,Standard,339,1,0,0,domestic,1,0,1
+9940512576624,1,30.52,0.245,0.755,Standard,96,0,1,0,domestic,0,0,1
+9940557761501,3,89.31,0.637,0.363,Business,450,0,1,1,domestic,1,0,0
+9940774219143,2,65.6,0.33,0.67,Standard,340,2,0,0,domestic,1,1,1
+9940508088212,2,73.7,0.368,0.632,Standard,168,1,1,1,domestic,1,0,0
+9940775305643,1,53.81,0.772,0.228,Business,195,0,0,0,domestic,0,0,1
+9940558219877,2,10.0,0.405,0.595,Standard,192,0,0,0,nakhchivan,1,0,1
+9940702326833,2,35.73,0.658,0.342,Business,216,2,0,0,nakhchivan,0,0,1
+9940554501720,3,72.52,0.176,0.824,Standard,279,1,0,0,nakhchivan,0,0,1
+9940513460867,4,68.17,0.349,0.651,Standard,716,2,0,0,international,1,0,0
+9940703235277,4,61.55,0.898,0.102,Business,560,1,0,0,domestic,0,0,0
+9940703774998,2,78.87,0.879,0.121,Business,370,1,0,1,domestic,0,1,1
+9940504441903,2,25.94,0.271,0.729,Standard,376,1,0,1,international,1,1,0
+9940702145485,3,87.2,0.173,0.827,Standard,210,1,0,0,nakhchivan,1,0,1
+9940707363742,1,114.52,0.661,0.339,Business,163,0,0,1,nakhchivan,1,0,1
+9940515952156,4,92.53,0.154,0.846,Standard,564,3,0,0,nakhchivan,0,0,1
+9940778463425,1,51.22,0.354,0.646,Standard,161,1,0,0,international,0,0,0
+9940707345253,4,99.31,0.71,0.29,Business,408,0,0,0,international,0,1,1
+9940512341391,3,72.45,0.834,0.166,Business,468,0,0,0,domestic,0,1,0
+9940501629384,4,56.84,0.474,0.526,Standard,216,0,0,1,nakhchivan,0,1,1
+9940704805277,5,78.17,0.761,0.239,Business,855,1,0,0,domestic,0,0,1
+9940515330107,3,100.65,0.819,0.181,Business,450,0,0,0,domestic,0,1,0
+9940703162247,1,10.0,0.129,0.871,Standard,173,0,0,0,domestic,0,0,0
+9940558039899,1,10.0,0.956,0.044,Business,161,0,0,0,nakhchivan,1,0,1
+9940556234241,1,14.81,0.649,0.351,Business,59,0,0,1,domestic,1,0,1
+9940507731910,3,47.12,0.267,0.733,Standard,420,4,0,1,international,0,0,1
+9940701981094,3,74.21,0.54,0.46,Standard,315,3,0,1,nakhchivan,1,0,0
+9940508335657,6,103.57,0.746,0.254,Business,756,2,1,0,domestic,1,0,0
+9940552854813,3,23.65,0.265,0.735,Standard,567,0,0,0,international,1,0,1
+9940775034165,2,102.84,0.376,0.624,Standard,382,2,0,0,domestic,1,0,0
+9940774954343,0,46.65,0.251,0.749,Standard,0,1,0,0,domestic,1,0,0
+9940778385012,4,81.79,0.722,0.278,Business,296,1,0,0,domestic,0,1,1
+9940773491620,2,52.64,0.45,0.55,Standard,308,1,0,1,international,1,1,0
+9940553166777,4,19.85,0.331,0.669,Standard,776,0,0,0,domestic,1,0,0
+9940514056652,3,93.86,0.682,0.318,Business,204,1,0,0,domestic,0,1,1
+9940774247294,1,33.54,0.452,0.548,Standard,135,1,0,0,nakhchivan,0,0,0
+9940772635169,1,16.78,0.232,0.768,Standard,103,0,0,0,domestic,1,1,0
+9940772587200,1,94.45,0.788,0.212,Business,186,1,0,0,international,1,0,1
+9940703082046,1,77.55,0.71,0.29,Business,145,2,0,1,international,0,0,1
+9940505207360,3,100.16,0.802,0.198,Business,549,0,0,0,domestic,0,0,1
+9940554090201,2,106.33,0.883,0.117,Business,356,0,0,0,domestic,1,1,1
+9940554528539,0,76.95,0.287,0.713,Standard,0,1,0,0,nakhchivan,0,0,0
+9940777471503,1,23.77,0.57,0.43,Standard,104,2,0,0,nakhchivan,1,0,1
+9940513168343,0,16.51,0.348,0.652,Standard,0,1,0,0,international,1,0,1
+9940519189029,2,32.35,0.294,0.706,Standard,350,1,0,0,domestic,0,0,0
+9940507766025,2,110.16,0.256,0.744,Standard,288,2,0,0,international,1,0,0
+9940772572185,3,71.42,0.545,0.455,Standard,201,1,1,0,international,0,1,1
+9940703824620,2,50.27,0.601,0.399,Business,210,2,2,1,domestic,1,0,1
+9940502651961,0,85.82,0.632,0.368,Business,0,1,1,0,domestic,1,0,1
+9940553455238,1,80.15,0.67,0.33,Business,102,2,0,0,nakhchivan,1,1,1
+9940554289467,0,61.69,0.777,0.223,Business,0,0,0,0,international,0,0,1
+9940552178012,2,83.45,0.206,0.794,Standard,268,1,1,0,domestic,0,0,0
+9940771129908,0,24.94,0.914,0.086,Business,0,1,1,0,domestic,1,1,1
+9940504949394,1,134.39,0.298,0.702,Standard,145,2,0,1,nakhchivan,1,0,0
+9940517308919,2,10.0,0.64,0.36,Business,232,1,0,0,domestic,0,0,0
+9940503726681,2,31.62,0.47,0.53,Standard,146,0,1,0,nakhchivan,1,0,1
+9940518744112,3,38.39,0.082,0.918,Standard,561,1,0,1,domestic,1,0,1
+9940774323455,0,45.91,0.823,0.177,Business,0,0,0,0,nakhchivan,1,1,0
+9940779107173,2,52.35,0.784,0.216,Business,106,0,0,1,domestic,0,1,1
+9940503123975,2,91.38,0.506,0.494,Standard,250,2,0,1,nakhchivan,0,0,0
+9940705854002,3,71.34,0.891,0.109,Business,495,1,0,1,domestic,0,1,1
+9940517868398,3,49.27,0.478,0.522,Standard,312,6,0,0,nakhchivan,0,0,1
+9940501531352,2,92.42,0.612,0.388,Business,256,1,0,0,domestic,0,1,1
+9940519370029,1,44.53,0.47,0.53,Standard,174,0,0,1,domestic,1,0,1
+9940504284630,3,57.93,0.665,0.335,Business,288,1,0,0,domestic,1,1,1
+9940555481386,1,36.61,0.71,0.29,Business,180,0,1,0,domestic,0,0,1
+9940776655950,4,12.29,0.781,0.219,Business,564,2,0,1,international,0,1,1
+9940556786985,0,51.2,0.506,0.494,Standard,0,1,0,0,international,1,0,1
+9940701213016,1,67.06,0.349,0.651,Standard,152,1,0,0,nakhchivan,0,1,0
+9940558804549,4,117.05,0.967,0.033,Business,488,1,1,0,domestic,0,0,1
+9940506612439,1,48.83,0.822,0.178,Business,163,0,0,1,domestic,0,1,0
+9940509989465,3,55.7,0.933,0.067,Business,462,1,0,1,nakhchivan,0,1,1
+9940515243614,1,38.56,0.088,0.912,Standard,125,0,0,1,domestic,1,1,1
+9940516521647,1,10.0,0.512,0.488,Standard,98,0,0,0,domestic,0,0,1
+9940774969564,0,35.91,0.464,0.536,Standard,0,1,0,1,nakhchivan,1,0,1
+9940779008014,0,39.72,0.824,0.176,Business,0,0,0,0,nakhchivan,0,0,1
+9940778491485,0,89.24,0.69,0.31,Business,0,1,0,0,international,1,1,0
+9940709177473,1,51.75,0.61,0.39,Business,80,2,0,0,domestic,0,0,0
+9940555538526,1,54.13,0.477,0.523,Standard,167,2,0,0,domestic,0,0,1
+9940708123062,5,94.02,0.406,0.594,Standard,440,0,0,0,nakhchivan,1,0,1
+9940554229153,1,81.88,0.255,0.745,Standard,154,0,0,0,nakhchivan,0,0,0
+9940705148382,1,78.78,0.311,0.689,Standard,145,3,0,0,domestic,1,0,1
+9940707841960,2,95.69,0.506,0.494,Standard,104,1,0,0,international,0,0,1
+9940701730385,2,23.13,0.609,0.391,Business,204,1,0,0,domestic,1,1,1
+9940707394409,1,10.0,0.404,0.596,Standard,179,0,0,0,domestic,1,0,0
+9940501142249,1,62.03,0.862,0.138,Business,145,2,0,0,nakhchivan,1,0,1
+9940706225856,1,44.22,0.596,0.404,Standard,86,1,0,1,domestic,0,0,1
+9940515294805,2,94.13,0.139,0.861,Standard,206,1,0,1,domestic,0,0,0
+9940705218109,1,55.59,0.775,0.225,Business,158,0,1,1,nakhchivan,1,0,1
+9940555448830,3,123.16,0.648,0.352,Business,249,1,0,0,domestic,1,0,1
+9940775427401,2,100.63,0.618,0.382,Business,144,0,1,0,domestic,0,0,0
+9940514666261,4,83.37,0.541,0.459,Standard,252,4,0,0,domestic,0,0,1
+9940775062187,0,95.52,0.484,0.516,Standard,0,2,0,0,domestic,1,0,0
+9940776113505,2,30.05,0.434,0.566,Standard,386,2,0,0,international,0,1,0
+9940517871191,6,34.56,0.757,0.243,Business,336,0,0,0,domestic,1,0,1
+9940555969463,4,24.81,0.291,0.709,Standard,732,1,0,0,domestic,0,0,1
+9940556782704,2,50.18,0.572,0.428,Standard,140,1,0,0,nakhchivan,0,0,1
+9940708529516,2,10.48,0.541,0.459,Standard,314,0,0,0,domestic,0,0,1
+9940709905609,2,22.35,0.484,0.516,Standard,374,1,0,0,domestic,1,0,1
+9940771977913,2,42.74,0.683,0.317,Business,226,1,0,0,nakhchivan,0,1,0
+9940517416332,2,10.0,0.863,0.137,Business,314,2,0,1,international,1,0,1
+9940553026598,0,53.08,0.311,0.689,Standard,0,0,0,0,international,0,1,1
+9940552771028,1,11.05,0.321,0.679,Standard,158,1,0,1,domestic,0,1,1
+9940778137044,0,43.36,0.346,0.654,Standard,0,4,0,1,domestic,1,1,1
+9940511618221,2,10.0,0.127,0.873,Standard,290,0,1,0,domestic,0,0,1
+9940558630530,3,94.98,0.523,0.477,Standard,567,2,0,1,international,1,0,1
+9940507934905,5,93.28,0.465,0.535,Standard,350,0,0,1,nakhchivan,1,1,1
+9940779953416,3,29.36,0.667,0.333,Business,306,1,0,0,nakhchivan,0,0,1
+9940517011485,3,56.59,0.707,0.293,Business,399,0,0,1,nakhchivan,0,1,1
+9940518856207,2,106.09,0.369,0.631,Standard,256,0,0,0,international,0,0,1
+9940552066813,0,107.39,0.489,0.511,Standard,0,0,1,0,domestic,0,0,0
+9940559009090,2,48.09,0.529,0.471,Standard,228,1,0,1,international,0,0,0
+9940772442933,0,31.64,0.736,0.264,Business,0,1,0,0,nakhchivan,0,0,1
+9940553829131,2,119.23,0.293,0.707,Standard,314,0,1,0,nakhchivan,0,0,1
+9940552153739,3,24.02,0.531,0.469,Standard,465,2,0,0,domestic,0,0,0
+9940504614954,3,82.69,0.132,0.868,Standard,282,1,0,0,nakhchivan,1,1,1
+9940507740988,2,48.85,0.14,0.86,Standard,194,1,0,0,international,1,1,0
+9940513412765,0,47.85,0.16,0.84,Standard,0,2,0,1,domestic,1,1,0
+9940778399757,2,38.87,0.526,0.474,Standard,152,1,0,0,international,1,0,0
+9940776456693,5,70.56,0.25,0.75,Standard,415,3,0,0,domestic,0,0,1
+9940706660334,3,59.94,0.205,0.795,Standard,273,0,0,0,domestic,0,0,1
+9940709449247,3,17.87,0.324,0.676,Standard,474,1,0,1,domestic,0,0,1
+9940514886611,3,58.75,0.539,0.461,Standard,234,0,0,0,domestic,1,0,1
+9940504101767,2,37.97,0.824,0.176,Business,260,1,0,0,domestic,0,1,0
+9940509950989,2,56.05,0.604,0.396,Business,284,2,0,1,nakhchivan,0,0,1
+9940516013015,3,74.92,0.257,0.743,Standard,366,3,0,1,international,1,0,1
+9940516531435,2,44.9,0.14,0.86,Standard,152,1,0,0,domestic,0,0,1
+9940503666696,2,50.81,0.031,0.969,Standard,320,0,0,0,nakhchivan,1,0,1
+9940512938931,4,38.62,0.612,0.388,Business,300,0,0,1,international,1,0,1
+9940502528199,1,72.24,0.22,0.78,Standard,189,2,0,0,international,0,0,1
+9940703012030,2,56.96,0.665,0.335,Business,238,2,0,0,nakhchivan,0,1,1
+9940772756669,1,71.99,0.853,0.147,Business,119,0,0,1,domestic,1,0,1
+9940707720483,0,62.51,0.915,0.085,Business,0,3,0,1,nakhchivan,1,1,1
+9940551521508,1,115.55,0.521,0.479,Standard,88,2,0,1,domestic,1,0,1
+9940556664459,3,72.25,0.789,0.211,Business,189,3,0,0,nakhchivan,0,0,0
+9940519543640,1,62.7,0.474,0.526,Standard,83,0,0,0,nakhchivan,0,0,0
+9940507889972,2,65.16,0.219,0.781,Standard,278,0,1,1,domestic,0,0,0
+9940554625916,1,111.09,0.841,0.159,Business,55,0,0,0,international,0,0,0
+9940551534623,3,98.99,0.779,0.221,Business,387,2,0,0,domestic,0,0,1
+9940508507087,0,101.32,0.31,0.69,Standard,0,0,0,1,domestic,0,0,0
+9940551028338,1,59.74,0.631,0.369,Business,144,1,0,0,domestic,0,0,0
+9940517131964,2,82.27,0.33,0.67,Standard,354,2,0,1,domestic,0,0,1
+9940507038540,0,56.98,0.765,0.235,Business,0,0,0,0,nakhchivan,1,1,1
+9940702727290,5,80.39,0.456,0.544,Standard,495,0,0,0,nakhchivan,0,0,1
+9940557658832,3,58.73,0.791,0.209,Business,552,1,0,0,domestic,1,1,0
+9940702579160,3,56.3,0.665,0.335,Business,486,1,0,0,nakhchivan,1,0,0
+9940703030831,4,49.36,0.619,0.381,Business,352,1,0,0,nakhchivan,0,0,1
+9940778307893,1,67.34,0.737,0.263,Business,139,1,0,1,nakhchivan,1,0,1
+9940779812160,0,88.02,0.147,0.853,Standard,0,2,0,1,nakhchivan,0,1,1
+9940703382405,2,88.79,0.359,0.641,Standard,328,1,0,0,international,0,0,1
+9940779292042,1,42.22,0.677,0.323,Business,152,0,0,0,nakhchivan,1,1,0
+9940559219565,2,58.52,0.752,0.248,Business,196,0,0,1,nakhchivan,0,0,0
+9940777924668,3,28.52,0.789,0.211,Business,474,1,1,1,nakhchivan,0,0,0
+9940702260498,1,47.59,0.099,0.901,Standard,184,0,0,1,domestic,0,0,1
+9940703694777,3,40.7,0.485,0.515,Standard,195,1,0,0,nakhchivan,1,0,0
+9940777099376,4,21.61,0.252,0.748,Standard,364,3,0,0,domestic,1,0,1
+9940559992974,2,51.71,0.119,0.881,Standard,146,0,0,0,domestic,1,0,0
+9940708330264,1,111.77,0.618,0.382,Business,95,1,0,0,domestic,0,0,1
+9940514782419,3,58.61,0.201,0.799,Standard,234,1,0,0,international,0,0,1
+9940773117307,2,88.83,0.566,0.434,Standard,330,0,0,0,international,1,1,1
+9940709643030,1,60.93,0.362,0.638,Standard,161,2,0,0,nakhchivan,0,1,0
+9940703485865,2,50.97,0.581,0.419,Standard,166,0,1,0,domestic,1,1,1
+9940554079971,1,96.92,0.657,0.343,Business,175,2,0,1,domestic,0,1,1
+9940779680669,2,108.27,0.457,0.543,Standard,330,3,0,0,nakhchivan,0,0,1
+9940506054983,2,26.23,0.259,0.741,Standard,168,0,0,0,domestic,1,1,1
+9940503381378,3,98.44,0.822,0.178,Business,435,1,0,0,domestic,1,1,1
+9940551048109,0,67.55,0.159,0.841,Standard,0,0,0,0,nakhchivan,0,1,1
+9940704869613,2,24.94,0.237,0.763,Standard,314,1,0,0,international,0,0,1
+9940779874012,2,49.78,0.35,0.65,Standard,334,1,0,1,domestic,0,0,1
+9940554892639,2,58.18,0.196,0.804,Standard,264,2,1,0,nakhchivan,1,0,1
+9940707295761,2,81.84,0.087,0.913,Standard,336,0,0,0,international,0,1,1
+9940553277312,0,74.31,0.741,0.259,Business,0,0,0,1,international,1,0,1
+9940777980515,3,50.34,0.759,0.241,Business,168,0,0,0,international,0,0,1
+9940707982119,2,82.06,0.472,0.528,Standard,256,1,0,1,international,0,0,1
+9940556474707,6,42.96,0.451,0.549,Standard,558,1,0,0,nakhchivan,0,0,1
+9940777946643,5,48.45,0.377,0.623,Standard,620,1,1,1,nakhchivan,0,0,1
+9940506209402,3,117.87,0.651,0.349,Business,228,0,0,0,domestic,0,0,1
+9940774404861,2,13.06,0.088,0.912,Standard,124,0,0,0,domestic,0,0,0
+9940507640919,5,85.3,0.276,0.724,Standard,910,3,1,1,domestic,1,0,1
+9940518516131,2,27.8,0.316,0.684,Standard,120,0,0,0,nakhchivan,0,0,1
+9940778569546,1,72.48,0.484,0.516,Standard,67,0,0,0,international,0,1,1
+9940702917674,2,63.73,0.646,0.354,Business,102,1,0,0,international,0,0,0
+9940777089332,2,41.7,0.26,0.74,Standard,282,1,0,0,domestic,0,1,1
+9940701038751,2,58.58,0.814,0.186,Business,220,2,0,0,domestic,1,1,1
+9940706147993,2,32.26,0.374,0.626,Standard,300,0,0,1,domestic,0,1,0
+9940516140505,0,76.5,0.394,0.606,Standard,0,0,0,0,nakhchivan,1,1,1
+9940504271458,2,82.61,0.719,0.281,Business,316,1,0,0,domestic,1,0,0
+9940509946698,2,97.56,0.394,0.606,Standard,324,0,0,0,nakhchivan,0,0,0
+9940518946647,2,111.21,0.621,0.379,Business,268,2,0,1,domestic,1,0,0
+9940501347798,1,51.51,0.413,0.587,Standard,50,0,0,1,nakhchivan,0,1,0
+9940552879520,2,42.66,0.116,0.884,Standard,224,0,0,0,nakhchivan,1,0,1
+9940702871982,2,43.89,0.596,0.404,Standard,126,1,0,0,international,1,0,1
+9940779078029,3,100.34,0.146,0.854,Standard,516,0,1,0,domestic,0,1,0
+9940555670231,4,47.25,0.784,0.216,Business,492,0,0,0,international,0,0,1
+9940777559871,4,76.27,0.778,0.222,Business,512,1,1,0,nakhchivan,1,0,1
+9940778289465,5,22.25,0.352,0.648,Standard,345,0,1,0,nakhchivan,1,1,1
+9940777908577,1,58.67,0.808,0.192,Business,139,1,0,0,domestic,1,0,1
+9940551801377,2,69.63,0.228,0.772,Standard,260,0,0,1,international,0,0,1
+9940512263014,1,53.94,0.299,0.701,Standard,117,3,0,0,domestic,0,1,0
+9940774557111,0,46.95,0.465,0.535,Standard,0,1,0,0,international,1,0,1
+9940514045403,0,14.02,0.192,0.808,Standard,0,0,0,0,international,1,0,1
+9940557723681,4,113.61,0.074,0.926,Standard,660,2,0,1,nakhchivan,0,0,0
+9940502406119,5,68.08,0.552,0.448,Standard,390,3,0,1,domestic,1,0,0
+9940704343888,1,118.58,0.522,0.478,Standard,157,2,0,1,domestic,0,1,0
+9940703129169,2,79.34,0.718,0.282,Business,380,1,0,0,domestic,0,1,1
+9940502699527,1,91.21,0.696,0.304,Business,199,1,0,1,international,0,0,0
+9940512555234,0,52.52,0.64,0.36,Business,0,2,0,0,domestic,0,1,1
+9940552759462,4,63.45,0.825,0.175,Business,460,2,0,1,domestic,0,0,0
+9940556079358,1,64.64,0.209,0.791,Standard,93,2,0,0,nakhchivan,1,1,0
+9940774690438,2,63.84,0.646,0.354,Business,106,1,0,0,nakhchivan,0,0,1
+9940514917593,1,114.15,0.656,0.344,Business,70,2,0,0,nakhchivan,0,0,0
+9940775314753,0,56.19,0.419,0.581,Standard,0,2,0,1,nakhchivan,1,1,1
+9940557669539,2,64.54,0.6,0.4,Business,288,0,0,0,nakhchivan,1,0,0
+9940778756328,2,43.89,0.314,0.686,Standard,316,0,0,0,international,1,0,1
+9940515737919,2,69.65,0.731,0.269,Business,204,2,0,0,nakhchivan,1,1,0
+9940506780271,1,41.93,0.917,0.083,Business,149,1,0,0,international,1,0,1
+9940507647025,1,51.44,0.482,0.518,Standard,155,0,1,1,domestic,0,0,1
+9940517213616,2,112.41,0.672,0.328,Business,320,0,0,1,domestic,1,1,1
+9940772208365,1,57.38,0.199,0.801,Standard,95,2,0,0,international,0,1,0
+9940509846883,4,31.36,0.548,0.452,Standard,784,2,0,0,nakhchivan,0,0,0
+9940512483297,6,104.92,0.214,0.786,Standard,648,0,0,0,international,1,0,1
+9940504706590,2,57.8,0.32,0.68,Standard,138,0,0,0,domestic,1,0,1
+9940776873421,2,92.55,0.577,0.423,Standard,388,1,0,0,domestic,1,1,1
+9940704630189,3,93.22,0.466,0.534,Standard,249,1,0,1,domestic,1,1,1
+9940703188180,0,73.58,0.332,0.668,Standard,0,1,1,1,nakhchivan,1,0,1
+9940709310121,1,73.41,0.976,0.024,Business,146,1,0,0,nakhchivan,1,0,0
+9940701643767,0,43.03,0.434,0.566,Standard,0,1,0,0,international,1,1,1
+9940703212880,2,63.22,0.491,0.509,Standard,150,1,1,0,domestic,0,0,1
+9940509936975,3,100.61,0.359,0.641,Standard,252,0,0,0,domestic,0,1,1
+9940777568336,5,54.03,0.405,0.595,Standard,430,2,0,0,domestic,0,0,1
+9940701782787,1,35.55,0.459,0.541,Standard,129,0,0,1,nakhchivan,1,0,1
+9940707791157,2,12.32,0.435,0.565,Standard,216,1,0,0,domestic,1,0,0
+9940519725588,1,65.85,0.588,0.412,Standard,117,2,0,0,domestic,0,0,1
+9940771880091,0,39.97,0.73,0.27,Business,0,1,0,0,domestic,1,0,1
+9940514726466,3,103.05,0.354,0.646,Standard,189,0,0,0,domestic,1,0,0
+9940505214082,2,74.16,0.417,0.583,Standard,120,1,0,0,domestic,1,0,0
+9940772179113,3,67.06,0.284,0.716,Standard,534,2,0,0,domestic,0,0,1
+9940512805062,4,66.27,0.363,0.637,Standard,656,0,0,0,domestic,0,0,0
+9940502563790,1,59.82,0.786,0.214,Business,148,1,0,1,domestic,1,0,1
+9940702668377,3,66.99,0.201,0.799,Standard,555,1,0,0,nakhchivan,0,1,1
+9940514631759,2,27.09,0.104,0.896,Standard,122,1,0,1,international,1,0,1
+9940775174452,5,81.1,0.745,0.255,Business,425,2,1,0,domestic,1,1,1
+9940553141861,3,55.52,0.029,0.971,Standard,519,1,0,0,domestic,1,0,1
