phone_number,monthly_spend,data_usage_gb,speed_mbps,support_calls,complaints,downtime_hours,payment_delay_days,device_count,plan_upgrade_count,contract_type,region,tenure_months,churn_status,cltv,payment_status,service_type,average_monthly_usage_gb,peak_usage_time,installation_address_airport_km,customer_satisfaction_score,smart_home_devices,azcloud_subscriber,marketing_consent
+9940516222161,79.37,282.0,100,1,0,0.67,3,3,1,0,2,30,0,2381.08,paid,5G,269.1,evening,4.3,5,0,1,1
+9940501765221,118.33,91.1,20,2,2,2.8,0,4,3,0,4,34,1,4023.28,paid,Cable,103.0,evening,79.9,4,1,0,1
+9940557969754,140.05,110.6,100,2,0,2.4,3,5,0,1,3,36,0,5041.74,paid,Cable,127.9,evening,4.2,5,0,0,1
+9940511335262,9.7,73.8,50,3,1,11.24,2,1,1,1,2,9,1,87.29,paid,GPON,75.2,evening,45.4,4,0,0,1
+9940556678207,85.6,142.6,20,2,0,2.27,0,4,1,1,4,31,1,2653.46,paid,5G,172.6,evening,10.4,3,0,0,0
+9940704683986,154.79,102.4,200,1,3,0.51,0,5,1,1,2,40,0,6191.62,paid,5G,112.2,evening,38.0,2,0,0,1
+9940778939574,63.37,42.9,50,1,1,0.08,1,5,0,0,3,12,0,760.4,paid,ADSL,72.9,night,20.4,4,4,0,1
+9940553767797,63.76,241.2,20,1,2,2.0,0,5,1,0,2,14,1,892.58,paid,Cable,271.2,evening,14.4,3,1,1,1
+9940506746207,45.33,214.1,100,1,0,3.04,2,5,4,0,4,22,0,997.31,paid,GPON,184.1,afternoon,51.0,2,1,1,0
+9940514959954,79.3,161.5,200,1,0,3.57,1,3,2,0,3,23,0,1823.87,unpaid,Cable,184.6,night,25.4,1,1,1,1
+9940775699125,46.98,152.9,20,1,0,1.0,1,5,0,0,3,14,1,657.78,paid,5G,163.3,morning,21.1,2,1,0,0
+9940559449180,84.91,260.6,20,2,0,9.52,2,2,1,0,2,22,0,1867.92,paid,GPON,265.5,night,2.7,3,0,1,1
+9940707414746,65.05,105.2,200,1,2,1.8,4,1,0,1,1,19,0,1235.96,paid,5G,92.0,evening,23.7,2,1,0,1
+9940554731003,112.61,240.4,100,0,2,1.34,1,1,1,0,4,33,0,3716.04,paid,5G,222.6,evening,14.4,3,1,0,1
+9940505026534,72.08,106.7,50,1,2,5.03,1,1,0,0,2,24,1,1729.98,unpaid,Cable,85.6,evening,5.3,1,2,0,1
+9940777341141,135.85,188.5,50,1,0,7.95,0,4,2,0,3,42,0,5705.8,paid,5G,218.5,evening,1.0,2,2,1,0
+9940704114574,62.81,77.7,100,2,3,0.9,2,3,3,0,4,20,1,1256.3,unpaid,GPON,87.4,afternoon,5.8,3,1,0,1
+9940772510720,145.78,206.2,100,1,1,3.92,1,5,0,1,2,36,1,5248.0,paid,ADSL,179.0,morning,20.5,4,1,0,1
+9940775208871,29.67,194.2,20,1,0,5.92,1,2,0,1,1,12,0,356.02,overdue,Cable,173.2,afternoon,4.4,5,1,1,0
+9940511614025,60.82,193.3,50,1,1,0.84,2,4,1,1,4,15,0,912.23,unpaid,ADSL,163.3,afternoon,3.1,1,1,1,1
+9940512527426,96.13,24.8,200,1,1,0.45,0,5,1,0,3,22,0,2114.91,paid,GPON,48.6,evening,41.8,2,0,0,1
+9940514786375,71.76,65.7,20,2,2,0.95,2,2,2,1,3,15,0,1076.41,paid,5G,66.6,night,2.7,4,1,0,1
+9940778169144,100.56,267.8,200,2,1,2.08,0,3,0,1,2,22,0,2212.37,paid,5G,278.0,morning,7.0,1,0,1,0
+9940558032756,64.62,156.3,50,1,0,6.09,1,3,2,1,4,17,0,1098.47,overdue,Cable,156.3,evening,54.4,3,0,0,0
+9940553346333,36.06,13.3,20,2,2,0.24,0,5,1,0,2,13,0,468.75,paid,Cable,32.2,afternoon,17.5,2,0,0,1
+9940774797350,74.1,172.9,100,2,0,3.78,1,2,0,1,1,23,1,1704.27,paid,GPON,165.0,evening,6.8,3,1,1,1
+9940702381783,44.95,135.3,100,0,1,0.57,3,2,0,1,3,13,0,584.32,paid,GPON,141.2,evening,2.4,4,1,0,0
+9940777797196,76.33,10.0,50,1,3,3.74,0,4,2,1,4,19,0,1450.35,paid,5G,15.5,evening,14.4,1,1,0,0
+9940773217169,51.43,73.1,200,1,2,3.34,0,5,1,1,2,18,0,925.74,unpaid,GPON,49.9,morning,9.5,3,0,0,1
+9940508195736,139.55,240.3,20,1,1,1.3,3,1,0,1,2,43,0,6000.49,paid,5G,225.8,morning,19.8,4,1,0,1
+9940518578630,85.18,29.3,20,1,2,3.57,0,1,1,0,4,20,0,1703.52,paid,GPON,23.3,afternoon,24.1,4,1,0,1
+9940707201765,106.78,195.0,100,3,3,1.51,1,5,3,1,3,37,0,3950.76,overdue,ADSL,201.4,night,2.9,2,1,0,1
+9940773971811,34.79,262.9,100,1,2,1.48,0,3,1,0,2,17,0,591.36,overdue,5G,290.7,afternoon,18.6,2,4,1,1
+9940509576181,144.44,89.7,100,2,0,1.4,1,3,1,0,2,38,0,5488.66,unpaid,GPON,92.0,evening,12.1,3,1,0,1
+9940517174448,71.74,30.3,200,1,2,0.3,0,5,2,1,4,25,0,1793.46,paid,GPON,28.5,afternoon,25.7,4,0,0,1
+9940556812555,34.38,111.6,200,2,1,1.16,2,2,0,0,3,19,1,653.25,unpaid,Cable,117.8,evening,16.2,4,0,0,0
+9940708707685,57.68,259.9,100,4,1,0.41,0,3,2,1,1,14,0,807.46,paid,Cable,256.7,evening,8.1,4,1,1,1
+9940508933221,89.11,209.8,100,2,0,2.13,3,5,3,0,4,22,1,1960.43,paid,5G,209.3,afternoon,48.7,2,0,0,1
+9940701699701,105.89,10.0,200,1,1,1.6,2,4,1,0,2,29,0,3070.91,overdue,ADSL,40.0,evening,1.5,5,2,0,1
+9940518933926,58.37,273.8,200,1,1,1.3,0,4,0,0,1,11,0,642.12,paid,Cable,269.3,afternoon,1.2,4,2,0,1
+9940517885218,140.5,10.0,20,1,1,3.64,0,2,1,1,1,40,0,5619.94,paid,Cable,15.2,afternoon,10.9,4,0,0,1
+9940552858697,38.99,10.0,100,0,1,8.64,3,4,2,1,4,15,1,584.89,unpaid,GPON,-2.9,evening,3.0,4,2,0,1
+9940553768988,14.72,137.8,200,2,1,0.55,0,5,0,0,1,15,0,220.78,paid,Cable,163.0,evening,1.0,5,0,0,1
+9940707773985,45.87,174.6,20,3,0,2.88,1,5,0,0,3,17,0,779.87,paid,5G,156.4,afternoon,1.0,5,3,0,1
+9940512949601,162.99,227.6,200,2,1,0.83,0,4,1,1,3,45,0,7334.76,paid,GPON,226.2,afternoon,48.6,1,0,1,1
+9940775071734,73.53,96.3,100,0,2,7.33,1,5,0,1,2,22,0,1617.6,paid,5G,116.0,afternoon,26.5,4,1,0,1
+9940507200112,69.28,236.0,20,0,1,0.35,2,5,0,1,2,18,0,1247.04,paid,GPON,218.6,evening,4.6,3,1,0,0
+9940776854405,107.23,215.5,100,5,1,0.1,0,4,1,1,1,30,0,3216.76,paid,5G,232.9,afternoon,50.2,3,2,1,1
+9940509188168,91.71,41.7,50,2,2,0.76,0,3,0,0,1,28,0,2567.82,overdue,ADSL,11.7,night,5.4,3,3,0,1
+9940702003832,124.19,174.9,50,0,1,0.35,0,3,1,1,2,32,0,3974.09,unpaid,Cable,153.1,afternoon,14.3,1,0,0,1
+9940513655172,56.74,42.7,100,2,1,3.11,1,4,2,1,4,12,0,680.85,paid,5G,40.9,afternoon,11.1,5,0,0,0
+9940519863912,126.04,174.4,100,1,0,3.44,0,5,1,1,4,35,0,4411.36,paid,Cable,204.4,evening,1.0,1,0,0,0
+9940506119503,106.36,272.9,200,3,0,4.96,2,3,0,0,3,36,0,3828.81,unpaid,ADSL,275.8,evening,14.0,3,2,1,0
+9940703238362,7.64,322.0,50,2,6,3.02,1,4,2,1,2,4,0,30.57,paid,ADSL,325.3,evening,68.7,5,1,1,1
+9940503608506,98.49,39.3,20,1,0,1.04,1,3,2,1,4,25,0,2462.28,overdue,ADSL,62.3,evening,5.3,4,1,0,0
+9940704052912,52.27,259.5,200,2,1,0.11,0,4,2,0,2,22,0,1149.86,paid,GPON,237.8,night,1.0,5,1,1,1
+9940705988569,86.0,102.5,50,2,2,4.16,2,4,2,0,4,32,0,2751.85,unpaid,Cable,72.5,evening,42.1,5,0,0,1
+9940773560879,21.49,88.1,200,2,1,0.06,4,1,2,0,1,9,0,193.42,overdue,5G,118.1,night,1.0,1,0,0,1
+9940706596757,126.8,192.1,200,3,4,3.29,0,1,1,1,3,39,0,4945.25,paid,GPON,204.2,night,20.9,1,0,0,0
+9940515007405,146.63,10.0,20,2,2,2.87,4,1,1,1,1,41,1,6011.76,paid,5G,1.1,evening,26.8,1,0,0,1
+9940706493017,56.28,124.6,50,0,0,7.06,0,4,0,1,2,19,0,1069.29,paid,5G,125.8,evening,6.1,2,2,0,1
+9940772396090,100.45,103.0,20,2,1,0.69,3,5,3,1,4,22,1,2209.98,paid,Cable,124.1,evening,21.3,2,1,0,1
+9940516611916,95.14,109.7,100,1,1,1.49,0,2,1,1,4,21,0,1997.93,paid,ADSL,107.1,evening,3.3,2,1,0,0
+9940509322673,62.78,106.9,200,3,0,2.13,1,1,1,0,1,16,0,1004.41,paid,Cable,109.8,evening,47.8,1,0,0,1
+9940772215717,81.47,239.3,100,2,1,0.34,1,1,0,0,2,27,0,2199.6,paid,5G,269.3,evening,1.1,1,0,1,1
+9940503946988,86.18,69.4,50,2,0,0.72,0,3,0,1,1,24,0,2068.23,paid,ADSL,44.6,evening,7.3,3,0,0,0
+9940557241863,53.72,167.9,200,1,0,0.02,0,4,1,0,3,21,0,1128.2,paid,Cable,178.3,morning,1.0,3,0,0,1
+9940516556639,124.3,203.2,20,0,1,4.47,0,2,0,0,4,34,0,4226.1,unpaid,ADSL,178.8,night,1.0,2,1,1,1
+9940507072752,77.57,221.2,20,2,1,1.5,1,4,1,1,2,21,0,1629.04,paid,Cable,251.2,morning,7.7,2,0,1,1
+9940706036080,99.43,168.6,50,1,0,2.05,1,1,0,0,2,34,0,3380.78,paid,ADSL,174.4,morning,1.2,3,1,0,0
+9940507143292,72.62,116.1,200,2,3,1.96,0,4,1,0,2,26,1,1888.22,paid,ADSL,102.3,morning,7.9,1,0,0,1
+9940706484485,35.04,295.0,200,1,0,4.32,3,2,0,1,4,18,1,630.78,paid,5G,265.0,evening,3.3,1,0,1,1
+9940701666634,104.76,100.2,100,2,1,0.68,1,5,0,1,4,32,0,3352.45,paid,GPON,93.2,afternoon,31.3,1,3,0,1
+9940507761550,80.13,170.1,200,2,1,2.73,1,4,0,0,4,18,0,1442.41,paid,5G,173.8,night,2.2,2,0,0,1
+9940505021549,137.31,150.5,200,0,1,2.01,4,3,4,1,1,44,0,6041.78,paid,GPON,173.7,evening,7.2,1,2,0,0
+9940701463057,131.52,63.6,100,1,1,2.32,1,5,0,0,1,36,0,4734.76,paid,5G,41.8,evening,42.9,2,1,0,0
+9940554681315,145.24,105.1,20,2,0,1.09,2,5,2,1,1,47,0,6826.34,paid,5G,88.6,morning,17.6,2,0,0,1
+9940504916616,144.86,30.6,200,0,1,0.76,2,1,3,1,1,40,0,5794.54,paid,5G,20.6,evening,15.2,2,0,0,1
+9940771780403,67.28,212.6,100,1,2,1.81,3,3,2,0,3,16,0,1076.43,overdue,5G,197.1,evening,6.1,4,2,1,1
+9940519964793,64.14,212.1,20,2,1,0.17,0,4,1,0,3,15,1,962.15,paid,5G,201.8,afternoon,3.2,1,0,1,1
+9940503001311,35.22,10.0,200,1,1,1.29,1,2,2,0,4,12,0,422.65,paid,GPON,-8.9,evening,2.8,2,0,0,1
+9940773975920,63.58,177.1,50,1,2,0.94,0,5,1,0,3,15,0,953.75,paid,5G,185.4,evening,27.5,5,0,0,1
+9940504968663,85.03,231.5,200,4,1,1.23,0,4,1,0,4,22,1,1870.56,paid,5G,221.8,evening,27.1,5,0,1,1
+9940558492554,97.27,137.1,50,0,1,3.23,1,4,3,0,1,19,1,1848.08,paid,Cable,137.3,night,25.0,1,0,0,0
+9940777686156,54.6,166.4,20,0,2,5.5,0,1,1,1,3,13,0,709.8,paid,Cable,172.4,evening,44.0,2,4,0,1
+9940557938666,74.81,184.7,50,1,2,1.18,1,5,1,1,1,28,0,2094.75,unpaid,5G,157.1,afternoon,34.3,3,2,1,1
+9940553133558,97.74,79.3,50,2,1,2.67,1,5,1,0,2,31,1,3029.8,paid,5G,91.2,night,2.3,2,0,0,0
+9940518608910,61.14,130.6,200,1,0,1.27,1,5,0,1,2,27,0,1650.79,paid,5G,134.8,night,47.0,1,1,0,1
+9940508467748,62.05,19.2,20,1,0,1.27,1,3,2,1,3,16,0,992.75,paid,5G,23.4,evening,1.1,2,0,0,1
+9940555174730,123.6,111.5,200,0,2,0.38,0,5,0,1,1,39,1,4820.48,overdue,5G,108.9,morning,3.1,5,2,0,1
+9940775912184,98.55,63.6,20,2,1,1.1,1,1,0,1,1,29,0,2858.06,unpaid,5G,58.2,afternoon,21.5,1,0,0,0
+9940501334260,69.34,162.9,200,0,0,1.13,2,2,0,1,1,25,0,1733.61,overdue,5G,163.9,evening,7.7,4,1,0,1
+9940777843794,28.53,118.7,100,1,1,1.51,2,4,1,1,1,15,0,427.9,paid,Cable,120.6,morning,24.8,5,0,0,1
+9940559648302,189.33,301.9,50,5,0,2.84,2,4,4,0,3,41,0,7762.72,paid,Cable,278.3,afternoon,8.8,5,2,1,1
+9940555253003,99.21,76.0,200,1,0,0.3,2,1,2,1,4,28,0,2777.76,paid,Cable,106.0,evening,4.6,4,0,0,1
+9940505864511,38.52,198.0,50,2,1,4.28,0,2,0,0,2,20,1,770.43,paid,ADSL,184.1,evening,9.5,2,0,0,1
+9940705492747,94.14,224.6,100,1,1,4.01,2,1,0,1,4,28,0,2635.81,unpaid,Cable,225.9,evening,13.0,2,1,0,1
+9940501743803,112.31,200.7,20,1,1,0.67,1,1,2,1,4,22,1,2470.91,paid,Cable,224.0,evening,30.2,4,2,1,1
+9940516577473,72.32,174.9,20,1,0,6.58,2,1,1,0,2,19,0,1374.16,paid,GPON,168.1,evening,9.6,5,2,1,0
+9940707493010,92.85,265.6,50,4,1,4.9,1,5,1,1,1,30,0,2785.55,overdue,5G,270.4,evening,1.5,2,1,1,1
+9940509351734,45.91,112.9,20,1,2,0.59,1,5,3,1,2,19,0,872.38,paid,ADSL,82.9,afternoon,1.1,4,2,0,1
+9940559368072,49.87,133.1,20,2,0,10.31,2,4,0,0,1,22,1,1097.17,paid,ADSL,103.1,afternoon,10.3,5,1,0,1
+9940555426312,87.67,61.3,50,0,1,0.34,0,1,2,1,4,33,0,2892.99,overdue,5G,60.8,afternoon,1.0,4,0,0,1
+9940509630852,146.31,239.4,100,1,2,2.21,0,4,0,1,4,32,0,4681.83,paid,Cable,243.2,afternoon,7.3,5,0,0,1
+9940515757917,52.49,100.6,20,2,0,1.74,3,3,0,1,2,21,0,1102.26,unpaid,GPON,122.7,morning,27.0,2,1,0,1
+9940516778397,92.05,294.7,200,2,0,6.3,1,4,1,1,3,26,1,2393.42,paid,ADSL,310.7,evening,1.0,4,1,0,1
+9940706417972,108.18,188.3,200,0,0,0.53,1,3,0,0,2,37,0,4002.81,paid,ADSL,158.3,afternoon,23.4,2,0,0,0
+9940779988137,115.49,201.5,200,0,0,2.28,0,1,1,1,1,36,0,4157.74,paid,Cable,226.8,evening,44.9,1,0,0,1
+9940777637635,36.52,115.5,20,3,0,0.21,2,5,2,1,1,18,1,657.34,paid,ADSL,91.7,morning,2.9,3,0,0,0
+9940502080041,170.49,214.0,200,0,1,0.01,1,5,1,0,1,48,0,8183.46,paid,ADSL,231.3,night,9.0,4,1,0,1
+9940501646652,73.65,142.6,20,0,0,2.7,0,5,0,0,2,16,1,1178.43,paid,Cable,133.6,morning,16.8,3,2,0,0
+9940504688926,100.76,175.7,20,0,0,5.11,1,4,1,1,2,25,0,2518.98,paid,Cable,205.7,afternoon,1.0,2,1,1,1
+9940555641186,58.49,93.0,100,2,1,3.33,1,5,3,1,2,21,1,1228.33,paid,GPON,81.1,evening,29.5,5,2,0,0
+9940507017611,87.14,152.5,200,1,0,0.51,0,1,0,1,3,21,1,1829.91,paid,Cable,151.0,night,43.3,3,0,0,1
+9940515334323,87.14,103.8,20,2,1,4.53,1,3,2,0,3,21,1,1829.95,paid,5G,107.0,morning,21.1,1,2,0,0
+9940775631766,39.65,39.3,50,1,0,1.16,1,2,0,1,3,19,0,753.4,paid,Cable,34.4,night,5.2,1,0,0,1
+9940779295163,43.54,94.4,50,0,0,0.27,2,3,0,1,2,16,0,696.63,paid,5G,74.5,evening,11.4,1,1,0,1
+9940774013907,78.32,201.0,100,3,3,2.27,2,1,1,1,2,19,0,1488.15,overdue,Cable,231.0,evening,19.2,5,1,1,1
+9940515441558,60.75,45.3,100,1,1,2.67,0,5,1,0,2,19,1,1154.28,overdue,GPON,33.1,evening,1.0,4,2,0,1
+9940706016466,121.79,13.4,100,2,1,1.0,1,2,1,0,3,39,0,4749.79,paid,ADSL,0.4,evening,25.4,1,0,0,1
+9940705214884,58.53,180.0,20,0,1,6.25,0,1,1,0,2,21,1,1229.07,paid,ADSL,177.8,afternoon,18.9,3,1,0,0
+9940509713081,69.72,123.4,200,2,0,0.23,1,1,0,0,3,19,0,1324.65,paid,Cable,127.3,morning,28.8,3,0,0,1
+9940559659798,70.44,73.5,100,1,0,2.54,1,1,0,1,2,22,0,1549.58,paid,GPON,59.8,morning,2.9,3,1,0,1
+9940555618088,82.13,71.1,100,2,1,2.18,0,4,2,0,3,23,0,1888.91,unpaid,GPON,90.1,evening,26.9,5,2,0,0
+9940515055187,126.26,124.5,50,0,2,4.25,0,5,0,1,2,40,0,5050.27,paid,GPON,127.6,morning,22.4,3,2,0,0
+9940706300719,110.07,255.7,20,1,2,2.36,1,1,1,1,1,31,1,3412.13,paid,GPON,256.1,morning,6.4,2,0,1,0
+9940702627959,71.18,211.3,100,2,2,0.46,4,1,1,0,2,21,1,1494.78,paid,ADSL,222.4,morning,30.8,2,2,0,1
+9940554833828,115.67,207.1,50,2,3,0.02,3,5,3,1,3,39,0,4511.21,paid,5G,190.2,evening,2.1,4,0,1,0
+9940702952244,25.63,114.1,20,0,1,1.29,0,2,0,1,2,13,0,333.23,paid,ADSL,102.4,evening,2.5,1,0,0,1
+9940702296451,57.95,211.9,100,1,2,0.17,0,1,0,1,4,20,0,1158.95,paid,5G,211.5,evening,10.2,4,0,1,0
+9940551856687,103.68,193.1,50,0,3,3.35,0,1,1,1,1,35,0,3628.7,overdue,Cable,211.7,night,63.7,4,2,0,1
+9940516283606,87.74,158.7,200,0,0,5.15,0,4,2,1,1,27,0,2369.1,paid,Cable,153.8,night,16.1,5,1,0,1
+9940701005113,66.84,10.0,100,1,2,1.12,1,1,1,1,4,17,0,1136.36,paid,ADSL,3.7,afternoon,26.1,3,0,0,1
+9940706815554,62.72,200.7,50,3,0,5.73,0,3,0,0,3,17,0,1066.18,paid,ADSL,170.7,evening,6.4,3,0,0,1
+9940774887510,45.85,46.3,20,2,1,1.02,0,5,0,0,2,9,1,412.68,unpaid,ADSL,32.4,evening,26.1,5,3,0,1
+9940504298344,63.63,39.6,50,4,2,4.64,0,3,0,1,3,20,1,1272.55,paid,ADSL,9.6,morning,10.2,5,2,0,1
+9940557923182,35.3,67.3,20,2,2,3.05,2,1,0,1,4,10,0,353.01,paid,5G,39.2,afternoon,35.9,3,1,0,1
+9940775848747,62.67,10.0,20,3,1,1.72,4,4,2,1,4,20,0,1253.39,paid,GPON,17.3,night,24.2,2,1,0,1
+9940557601197,77.57,152.8,50,0,3,0.12,0,3,0,0,4,24,0,1861.6,unpaid,5G,182.8,evening,6.8,5,1,0,1
+9940777385268,150.65,235.6,100,0,2,0.31,2,2,1,1,2,49,0,7381.87,paid,5G,239.5,evening,1.0,3,2,1,1
+9940501289341,103.86,136.2,20,0,0,1.27,1,2,0,1,1,30,0,3115.9,paid,GPON,142.9,evening,76.6,5,1,0,1
+9940502939430,91.7,145.5,20,2,0,1.67,1,4,2,1,2,21,0,1925.78,paid,ADSL,130.3,night,21.2,3,1,0,1
+9940706129845,12.46,297.1,20,3,3,2.26,0,3,1,0,1,11,0,137.08,paid,Cable,276.1,night,22.7,3,0,1,0
+9940519779913,82.61,189.5,200,1,1,0.24,1,3,1,0,3,17,0,1404.29,overdue,ADSL,219.5,night,6.3,3,0,1,1
+9940552388547,154.46,50.6,200,1,2,1.2,0,4,2,1,1,40,0,6178.47,paid,GPON,34.5,afternoon,6.5,4,1,0,1
+9940551950022,85.97,111.7,50,2,0,1.97,1,2,1,1,3,23,0,1977.37,paid,ADSL,81.7,evening,2.1,4,1,0,1
+9940559469685,96.33,115.1,50,2,0,0.62,1,4,1,0,4,27,0,2600.96,paid,5G,120.0,morning,75.6,1,0,0,0
+9940779701216,79.94,158.7,50,1,1,2.41,1,1,0,0,1,22,1,1758.63,paid,ADSL,150.1,night,35.4,5,2,0,1
+9940502506284,98.13,244.7,100,1,0,1.02,0,3,1,0,3,33,0,3238.24,paid,5G,256.6,afternoon,34.9,1,0,1,0
+9940704615370,88.56,33.3,100,0,3,0.1,2,3,0,0,4,29,0,2568.13,paid,ADSL,63.3,evening,22.7,5,0,0,0
+9940776639752,127.04,50.8,50,4,0,0.2,1,3,2,1,2,37,1,4700.51,unpaid,Cable,58.2,night,8.8,4,0,0,1
+9940702757050,5.0,54.5,100,0,0,0.76,0,2,1,0,4,7,0,35.0,paid,5G,59.1,evening,12.2,3,2,0,0
+9940513936144,15.87,128.4,20,1,2,1.76,0,1,2,1,1,4,0,63.49,paid,Cable,141.6,afternoon,5.7,1,0,0,1
+9940504557597,78.5,201.3,100,2,3,1.74,3,5,1,0,3,18,0,1412.95,paid,ADSL,231.3,morning,14.5,5,2,0,0
+9940706774051,129.04,10.0,200,0,1,2.91,0,3,1,1,1,34,0,4387.5,paid,5G,40.0,evening,6.3,4,1,0,1
+9940553772578,91.73,183.8,20,0,0,1.05,2,4,1,1,1,26,0,2385.05,overdue,GPON,177.5,evening,5.7,3,0,0,1
+9940504710326,92.64,110.9,100,1,2,0.33,1,5,0,1,3,21,0,1945.48,unpaid,GPON,129.9,evening,14.0,2,1,0,1
+9940513606247,55.63,164.7,100,1,2,2.43,0,3,2,0,4,22,0,1223.96,unpaid,GPON,194.7,afternoon,1.8,4,0,0,1
+9940777836786,68.44,140.3,200,1,2,0.17,0,5,0,0,3,25,0,1711.03,overdue,Cable,154.2,evening,19.2,2,0,0,0
+9940512377314,52.71,74.9,200,1,1,4.12,0,3,1,0,2,11,0,579.81,paid,ADSL,73.6,evening,5.2,3,2,0,0
+9940503076111,161.44,10.0,20,0,1,1.47,0,1,2,1,2,51,0,8233.61,paid,GPON,0.0,night,9.5,2,1,0,1
+9940703249905,52.24,175.8,20,0,0,0.81,0,5,2,0,2,15,0,783.53,paid,GPON,177.8,evening,5.5,3,1,1,0
+9940509152125,49.8,299.0,20,0,1,0.67,0,5,1,0,2,16,0,796.85,overdue,GPON,276.2,night,10.5,5,1,1,1
+9940779500285,47.7,102.2,100,2,1,2.72,1,3,1,0,1,16,0,763.25,paid,ADSL,120.1,morning,5.2,4,2,0,1
+9940775501886,141.34,284.6,100,4,2,0.25,2,5,0,0,4,38,1,5370.91,paid,Cable,312.4,night,44.2,4,0,1,1
+9940772407602,112.41,10.0,100,6,1,1.6,0,4,0,0,3,31,0,3484.64,unpaid,ADSL,2.1,night,6.9,4,0,0,0
+9940777804837,141.71,154.3,50,0,3,2.49,0,5,1,0,4,42,0,5951.64,paid,ADSL,145.3,evening,5.0,4,0,0,1
+9940515428815,63.98,296.3,20,2,2,6.17,0,1,1,0,3,22,0,1407.67,unpaid,5G,275.2,night,1.0,4,0,1,0
+9940518647570,107.63,10.0,20,0,1,2.79,0,5,2,0,2,30,1,3228.94,unpaid,GPON,19.3,evening,12.3,4,1,0,1
+9940514239950,70.81,310.7,50,2,3,1.87,1,2,2,0,1,18,1,1274.64,paid,5G,310.5,night,11.6,1,0,1,1
+9940559989456,95.12,303.7,50,0,1,0.71,1,5,1,0,3,26,0,2473.09,unpaid,GPON,274.8,evening,10.7,5,1,1,0
+9940778263029,40.31,216.5,50,0,1,0.01,2,5,0,1,3,10,0,403.09,paid,5G,246.5,night,19.3,2,0,0,1
+9940703015510,94.25,194.2,20,3,1,9.14,0,1,1,0,4,30,0,2827.39,overdue,5G,164.2,afternoon,13.0,1,0,0,1
+9940707529911,150.3,94.3,50,1,0,0.21,4,4,2,0,1,47,0,7063.94,paid,ADSL,65.5,afternoon,21.1,1,2,0,1
+9940773582031,69.3,199.5,200,4,4,3.88,1,2,0,1,2,22,1,1524.59,paid,GPON,218.3,evening,16.5,5,0,0,1
+9940704148127,26.92,285.7,20,0,2,0.27,2,2,1,0,1,7,0,188.42,paid,GPON,298.9,evening,13.1,5,2,1,1
+9940513253897,177.64,136.2,200,1,0,0.16,2,5,0,1,1,50,0,8881.97,paid,ADSL,122.0,afternoon,9.2,2,1,0,0
+9940557139976,108.05,37.0,20,2,5,1.78,2,3,0,0,4,28,0,3025.33,paid,ADSL,21.4,evening,21.9,5,0,0,1
+9940553365841,103.67,274.5,100,1,0,2.12,0,3,1,0,2,32,0,3317.43,paid,ADSL,283.6,afternoon,7.6,3,1,1,1
+9940506749191,156.3,106.9,20,2,2,0.15,0,2,1,0,1,43,0,6721.08,unpaid,GPON,114.5,night,23.9,5,1,0,1
+9940706242002,128.08,237.7,50,1,1,1.02,0,4,0,0,1,40,0,5123.39,paid,5G,223.6,evening,25.8,5,0,0,1
+9940707757189,55.14,36.3,200,4,1,1.69,1,2,1,1,2,19,1,1047.59,unpaid,ADSL,56.2,morning,6.4,2,0,0,1
+9940709941701,35.58,168.6,200,0,0,0.67,1,2,3,0,1,9,0,320.24,paid,GPON,180.1,morning,19.3,5,0,0,0
+9940551079382,122.78,174.2,100,0,1,0.35,0,4,1,0,4,42,0,5156.61,overdue,ADSL,201.0,night,17.2,5,1,0,1
+9940709912501,44.28,229.3,100,3,5,0.56,1,2,0,1,4,15,0,664.19,unpaid,Cable,228.3,evening,16.1,3,2,0,0
+9940771984181,41.73,139.4,100,0,0,1.96,1,4,3,1,4,15,0,625.95,unpaid,GPON,155.7,evening,4.3,2,1,0,1
+9940555740958,159.23,81.8,200,2,0,0.43,3,5,0,0,4,43,1,6846.83,paid,ADSL,77.3,night,37.9,3,2,0,0
+9940554068007,53.69,129.6,100,2,1,1.19,1,4,3,0,1,12,0,644.32,overdue,5G,140.4,night,1.0,5,0,0,1
+9940506751244,68.07,189.4,100,2,0,0.06,0,2,0,1,3,27,1,1837.85,paid,Cable,196.5,morning,21.1,3,0,0,0
+9940707495629,150.67,198.7,20,1,1,1.98,1,1,1,0,4,35,0,5273.54,paid,ADSL,215.7,evening,14.8,1,2,0,0
+9940778739734,10.51,34.3,200,1,2,1.85,1,3,1,0,4,6,0,63.08,paid,5G,44.7,night,40.0,1,2,0,1
+9940704617815,163.45,237.0,100,2,0,2.16,1,3,2,1,2,48,0,7845.72,overdue,ADSL,207.0,afternoon,7.1,4,0,0,0
+9940779396400,39.36,200.7,50,1,1,0.95,2,2,0,1,4,9,0,354.28,overdue,GPON,188.1,evening,1.0,4,0,1,1
+9940773901917,84.09,268.4,20,0,2,0.43,2,2,0,0,1,23,0,1934.05,paid,GPON,270.1,evening,1.0,2,2,1,1
+9940702834745,45.21,141.3,100,2,2,0.6,1,5,2,1,3,16,0,723.3,unpaid,GPON,150.6,morning,10.4,4,1,0,0
+9940554412188,76.8,122.3,200,0,0,2.32,0,1,1,1,2,27,0,2073.63,paid,ADSL,138.8,evening,5.5,2,1,0,1
