phone_number,flights_per_month,total_spent,avg_ticket_price,last_flight_days,intl_ratio,business_ratio,delays,cancellations,loyalty_points,baggage_score,checkin_score,satisfaction,travel_type,extra_baggage_tendency,next_booked_flight_days,refund_requests,lounge_visits,domestic_flight_ratio,marketing_consent
+9940501620119,2,195.95,65.32,38,0.926,0.185,0,0,3474,2,3,1,Leisure,3,48,0,0,0.074,0
+9940553559573,1,1499.78,749.89,52,0.44,0.804,0,0,40830,2,1,0,Business,3,5,2,0,0.56,1
+9940507354915,0,50.0,50.0,243,0.532,0.243,0,0,17813,1,2,0,Leisure,2,44,0,0,0.468,1
+9940553734169,1,702.73,351.36,18,0.714,0.616,3,0,30513,1,5,1,Business,1,-4,1,0,0.286,1
+9940557574531,2,50.0,16.67,224,0.638,0.234,1,2,43621,5,5,1,Leisure,2,39,0,0,0.362,1
+9940558869007,1,562.41,281.2,44,0.04,0.885,2,1,13745,3,5,1,Business,2,59,0,1,0.96,0
+9940701594555,0,1470.32,1470.32,259,0.493,0.715,0,0,5047,2,3,1,Business,3,30,1,0,0.507,1
+9940551215733,2,257.59,85.86,207,0.902,0.11,2,0,46480,1,2,0,Leisure,3,29,0,0,0.098,1
+9940709460017,2,190.59,63.53,337,0.889,0.104,0,0,33558,3,5,1,Leisure,0,83,0,0,0.111,1
+9940705684116,0,50.0,50.0,313,0.129,0.216,0,1,48425,1,1,0,Leisure,3,79,0,0,0.871,1
+9940775558268,1,50.0,25.0,117,0.298,0.115,0,1,26061,5,4,1,Leisure,0,42,0,0,0.702,0
+9940705173080,2,1177.14,392.38,19,0.275,0.523,0,0,23254,1,2,0,Business,1,86,1,0,0.725,1
+9940554902513,3,381.96,95.49,209,0.916,0.089,2,0,32888,5,2,1,Leisure,1,53,2,0,0.084,0
+9940557211140,2,292.61,97.54,186,0.968,0.239,0,0,17359,3,5,1,Leisure,3,26,0,0,0.032,1
+9940516217709,1,178.88,89.44,153,0.439,0.248,0,0,35446,3,5,1,Leisure,3,6,0,0,0.561,1
+9940552470525,0,135.7,135.7,229,0.695,0.047,1,0,43643,2,5,1,Leisure,1,87,0,0,0.305,0
+9940506639746,2,210.29,70.1,254,0.167,0.206,2,0,41149,4,4,1,Leisure,2,-1,0,0,0.833,1
+9940777014975,0,281.69,281.69,222,0.66,0.074,0,0,14101,3,3,1,Leisure,3,60,1,0,0.34,1
+9940772022408,0,227.1,227.1,347,0.048,0.073,1,1,24489,2,3,1,Leisure,3,58,1,0,0.952,1
+9940504390605,1,1171.27,585.64,106,0.078,0.696,1,0,36389,3,5,1,Business,3,36,0,0,0.922,1
+9940708114566,1,340.56,170.28,187,0.394,0.067,0,0,3511,1,5,1,Leisure,3,70,0,0,0.606,1
+9940506568432,2,245.17,81.72,88,0.857,0.119,0,0,34312,1,2,0,Leisure,2,46,0,0,0.143,1
+9940702227328,0,146.44,146.44,246,0.013,0.088,3,0,24585,5,3,1,Leisure,0,35,0,0,0.987,1
+9940501360855,4,1140.63,228.13,9,0.331,0.989,3,0,31700,3,3,1,Business,2,80,0,0,0.669,0
+9940556230899,1,1215.62,607.81,225,0.634,0.75,2,0,16518,5,1,1,Business,2,5,0,0,0.366,0
+9940705155544,0,235.6,235.6,59,0.307,0.238,0,1,8048,3,4,1,Leisure,2,2,1,0,0.693,1
+9940709649462,1,241.2,120.6,2,0.007,0.13,3,1,7945,5,2,1,Leisure,0,2,0,0,0.993,0
+9940555700257,3,350.41,87.6,5,0.531,0.002,0,0,8798,3,1,0,Leisure,0,27,0,0,0.469,0
+9940779383397,0,134.73,134.73,239,0.123,0.18,0,0,47030,4,3,1,Leisure,0,69,1,0,0.877,1
+9940702928937,1,2168.63,1084.32,178,0.315,0.954,0,0,19375,4,1,1,Business,1,30,1,2,0.685,1
+9940515026037,4,153.05,30.61,211,0.899,0.184,0,1,6483,2,5,1,Leisure,1,13,0,0,0.101,0
+9940702256612,0,284.25,284.25,242,0.593,0.254,2,0,27112,4,1,1,Leisure,0,32,0,0,0.407,1
+9940706168061,1,859.88,429.94,64,0.732,0.897,0,0,46734,1,5,1,Business,1,16,1,2,0.268,1
+9940512696268,3,1440.08,360.02,223,0.159,0.996,0,2,18226,4,5,1,Business,0,51,1,0,0.841,1
+9940705430367,1,115.29,57.65,171,0.748,0.195,2,0,15494,3,5,1,Leisure,1,38,0,0,0.252,1
+9940774097269,1,378.01,189.01,262,0.169,0.113,1,0,36600,1,2,0,Leisure,1,11,0,0,0.831,1
+9940772671567,2,1059.59,353.2,182,0.877,0.501,2,0,33602,2,3,1,Business,0,57,0,2,0.123,1
+9940701871291,1,154.19,77.1,31,0.69,0.275,0,1,13875,5,2,1,Leisure,1,49,0,0,0.31,1
+9940705608467,2,1107.02,369.01,55,0.671,0.767,1,0,121,3,5,1,Business,0,85,1,0,0.329,1
+9940519525877,1,306.12,153.06,207,0.22,0.253,1,1,30308,5,2,1,Leisure,1,83,0,0,0.78,0
+9940702788734,1,182.29,91.14,6,0.432,0.29,1,0,46140,4,3,1,Leisure,3,34,0,0,0.568,0
+9940514644946,0,364.53,364.53,75,0.04,0.008,1,0,12267,5,5,1,Leisure,2,39,0,0,0.96,0
+9940553021459,0,280.08,280.08,336,0.346,0.284,0,0,21961,4,1,1,Leisure,0,64,0,0,0.654,1
+9940518280725,1,1552.11,776.05,235,0.023,0.578,0,0,22056,1,1,0,Business,1,33,1,0,0.977,1
+9940514734122,1,832.94,416.47,303,0.006,0.683,0,0,23481,4,2,1,Business,3,50,0,2,0.994,1
+9940509769753,0,146.61,146.61,295,0.181,0.056,2,0,21253,3,5,1,Leisure,2,4,0,0,0.819,1
+9940773206507,0,1593.14,1593.14,292,0.677,0.748,1,0,21873,5,1,1,Business,2,30,0,0,0.323,0
+9940501726617,2,284.61,94.87,233,0.233,0.142,1,0,25485,5,3,1,Leisure,2,64,1,0,0.767,1
+9940506242681,0,50.0,50.0,200,0.9,0.046,1,0,47972,3,4,1,Leisure,3,86,0,0,0.1,0
+9940776865024,4,827.31,165.46,144,0.553,0.734,2,0,37644,5,3,1,Business,2,60,0,1,0.447,1
+9940559916670,0,193.72,193.72,247,0.449,0.271,1,0,9186,5,2,1,Leisure,2,2,0,0,0.551,0
+9940558842680,0,72.47,72.47,141,0.424,0.285,1,0,17052,2,2,0,Leisure,2,56,0,0,0.576,1
+9940708957528,1,1259.21,629.61,234,0.449,0.862,0,0,41869,2,2,0,Business,3,10,0,0,0.551,0
+9940516708109,0,618.09,618.09,204,0.21,0.976,1,0,32237,5,1,1,Business,1,85,0,0,0.79,1
+9940504238333,0,688.82,688.82,115,0.418,0.931,1,1,24448,4,5,1,Business,0,36,0,0,0.582,1
+9940704861234,1,222.13,111.07,325,0.014,0.101,1,0,44853,3,5,1,Leisure,2,31,0,0,0.986,1
+9940502203703,0,1431.7,1431.7,342,0.415,0.933,2,0,23904,5,5,1,Business,1,60,1,0,0.585,1
+9940554879686,0,174.58,174.58,239,0.382,0.155,1,1,15639,1,3,0,Leisure,1,47,0,0,0.618,0
+9940774279946,1,203.61,101.8,139,0.043,0.079,2,0,36070,4,2,1,Leisure,2,28,0,0,0.957,1
+9940771323089,2,1211.64,403.88,36,0.608,0.76,0,0,25707,5,1,1,Business,3,80,0,1,0.392,0
+9940512840209,0,316.85,316.85,268,0.786,0.65,1,0,7286,5,4,1,Business,0,54,0,0,0.214,0
+9940705811406,1,135.94,67.97,286,0.191,0.041,0,1,15106,2,4,1,Leisure,3,63,0,0,0.809,1
+9940704324086,2,1437.45,479.15,218,0.461,0.953,0,0,41831,5,5,1,Business,2,40,2,1,0.539,0
+9940559941885,1,262.98,131.49,20,0.913,0.142,0,0,41507,2,3,1,Leisure,3,55,1,0,0.087,1
+9940505306749,1,93.45,46.73,313,0.9,0.192,1,0,36404,1,4,1,Leisure,3,88,0,0,0.1,1
+9940519628366,0,144.74,144.74,136,0.26,0.272,2,1,14511,5,2,1,Leisure,3,56,0,0,0.74,0
+9940706946399,1,202.66,101.33,27,0.22,0.062,0,0,8392,5,5,1,Leisure,3,29,0,0,0.78,1
+9940771363593,1,50.0,25.0,138,0.219,0.023,1,0,49256,4,1,1,Leisure,2,19,0,0,0.781,0
+9940502831006,3,1551.22,387.8,185,0.589,0.583,2,1,25740,5,3,1,Business,1,78,1,0,0.411,0
+9940707352172,2,202.29,67.43,228,0.84,0.155,1,0,3323,2,4,1,Leisure,2,2,0,0,0.16,0
+9940775906057,0,215.44,215.44,354,0.244,0.274,3,0,44066,1,1,0,Leisure,1,65,0,0,0.756,0
+9940773715883,2,233.8,77.93,305,0.643,0.14,1,0,44723,4,4,1,Leisure,1,-4,0,0,0.357,1
+9940555698761,2,122.68,40.89,78,0.71,0.26,0,0,23714,2,5,1,Leisure,3,2,0,0,0.29,1
+9940509126901,1,89.51,44.75,101,0.134,0.02,0,0,40101,1,5,1,Leisure,3,57,0,0,0.866,1
+9940514498372,2,152.07,50.69,358,0.089,0.298,0,0,43669,2,1,0,Leisure,0,29,1,0,0.911,1
+9940771406032,0,218.28,218.28,232,0.089,0.124,1,1,7716,3,1,0,Leisure,1,40,0,0,0.911,1
+9940773798632,1,169.83,84.91,304,0.451,0.26,1,0,29193,4,3,1,Leisure,2,65,0,0,0.549,0
+9940709422865,0,87.2,87.2,211,0.257,0.011,2,0,33345,2,5,1,Leisure,2,78,1,0,0.743,1
+9940507855995,3,1258.97,314.74,120,0.357,0.986,3,0,49822,2,3,1,Business,0,57,0,0,0.643,1
+9940508537280,0,639.94,639.94,223,0.975,0.589,0,1,1854,3,3,1,Business,2,-5,0,0,0.025,0
+9940559204459,1,66.27,33.14,293,0.324,0.005,1,0,6333,5,4,1,Leisure,2,20,0,0,0.676,1
+9940552057539,3,129.52,32.38,7,0.329,0.168,1,0,2738,2,1,0,Leisure,1,54,0,0,0.671,0
+9940503544053,0,286.33,286.33,37,0.74,0.081,0,0,46201,3,5,1,Leisure,1,40,0,0,0.26,1
+9940701538418,1,256.95,128.47,187,0.941,0.159,0,1,28374,4,4,1,Leisure,1,9,0,0,0.059,0
+9940551042620,1,378.42,189.21,360,0.645,0.225,1,0,14099,1,5,1,Leisure,1,79,0,0,0.355,0
+9940508512368,2,1344.1,448.03,341,0.769,0.553,1,0,29339,4,3,1,Business,0,36,0,2,0.231,1
+9940509432523,5,169.76,28.29,140,0.228,0.224,0,1,12971,1,4,1,Leisure,3,71,1,0,0.772,1
+9940552401818,1,301.3,150.65,90,0.187,0.104,0,0,15505,4,1,1,Leisure,2,75,0,0,0.813,0
+9940707499520,3,95.06,23.76,133,0.998,0.215,1,0,6352,5,2,1,Leisure,0,22,1,0,0.002,1
+9940775814082,0,315.95,315.95,286,0.966,0.161,0,0,43568,4,1,1,Leisure,3,31,0,0,0.034,1
+9940551623029,1,203.47,101.73,256,0.344,0.152,0,1,30706,3,4,1,Leisure,2,60,0,0,0.656,0
+9940519241702,1,1764.34,882.17,263,0.804,0.983,1,0,30257,4,5,1,Business,0,42,0,1,0.196,1
+9940778841147,0,580.52,580.52,240,0.282,0.549,0,1,16216,3,4,1,Business,0,67,0,0,0.718,1
+9940556107032,1,2132.21,1066.1,359,0.054,0.6,0,0,32169,5,4,1,Business,3,68,0,0,0.946,1
+9940517370995,1,1055.49,527.75,323,0.694,0.692,0,0,42830,1,4,1,Business,1,12,0,0,0.306,1
+9940554575099,1,234.0,117.0,116,0.538,0.18,0,0,30367,3,5,1,Leisure,0,-6,0,0,0.462,1
+9940508135550,1,239.66,119.83,285,0.053,0.089,0,0,42445,3,4,1,Leisure,1,45,0,0,0.947,0
+9940515005144,3,226.36,56.59,311,0.423,0.0,2,0,20209,4,4,1,Leisure,0,-7,1,0,0.577,1
+9940559902579,1,292.23,146.12,335,0.586,0.019,1,0,38837,2,2,0,Leisure,2,71,0,0,0.414,0
+9940771568054,3,894.38,223.59,101,0.395,0.927,1,2,3446,2,4,1,Business,3,67,0,1,0.605,1
+9940702549345,1,50.0,25.0,134,0.044,0.254,1,0,39282,2,4,1,Leisure,2,65,1,0,0.956,1
+9940709718769,1,168.01,84.0,167,0.937,0.287,0,0,28210,5,1,1,Leisure,3,32,0,0,0.063,1
+9940553599034,2,1524.13,508.04,186,0.928,0.604,1,0,13829,4,4,1,Business,3,22,0,1,0.072,1
+9940503795887,4,218.87,43.77,176,0.887,0.081,1,1,41242,5,3,1,Leisure,0,75,0,0,0.113,1
+9940518121479,3,160.36,40.09,336,0.697,0.3,3,1,30130,4,5,1,Leisure,1,76,0,0,0.303,1
+9940772704271,1,244.52,122.26,256,0.905,0.182,1,0,45306,1,2,0,Leisure,0,71,0,0,0.095,0
+9940505621846,1,233.39,116.7,149,0.856,0.272,0,0,35308,4,3,1,Leisure,2,35,1,0,0.144,1
+9940773574425,2,50.0,16.67,91,0.544,0.107,2,0,6805,5,1,1,Leisure,1,66,0,0,0.456,1
+9940702781425,0,831.58,831.58,37,0.512,0.51,3,0,49070,5,1,1,Business,0,-6,2,0,0.488,1
+9940519679357,1,275.63,137.82,123,0.618,0.234,0,0,36669,3,3,1,Leisure,0,87,1,0,0.382,1
+9940702799073,3,116.89,29.22,334,0.284,0.197,0,0,42572,2,5,1,Leisure,2,-4,0,0,0.716,1
+9940771848574,5,371.87,61.98,356,0.119,0.073,2,0,10500,3,2,1,Leisure,1,43,0,0,0.881,0
+9940507065438,1,285.24,142.62,302,0.929,0.25,1,0,33454,4,5,1,Leisure,3,89,0,0,0.071,1
+9940508805726,1,50.0,25.0,238,0.492,0.141,0,0,10367,1,5,1,Leisure,2,8,1,0,0.508,1
+9940702147462,1,1147.75,573.88,19,0.086,0.761,0,0,32215,5,5,1,Business,3,72,0,1,0.914,0
+9940777370594,1,223.97,111.98,201,0.946,0.163,3,0,3245,4,1,1,Leisure,0,29,1,0,0.054,0
+9940505867117,4,155.38,31.08,20,0.808,0.032,2,1,3189,3,4,1,Leisure,3,25,0,0,0.192,1
+9940708470171,0,182.68,182.68,21,0.646,0.131,2,1,48625,3,1,0,Leisure,1,78,0,0,0.354,1
+9940502142590,1,89.2,44.6,112,0.991,0.114,1,1,5984,1,2,0,Leisure,2,81,0,0,0.009,1
+9940709783076,1,234.55,117.27,364,0.821,0.278,1,0,37403,5,4,1,Leisure,1,57,0,0,0.179,0
+9940706571995,2,201.96,67.32,182,0.08,0.251,3,0,34656,5,5,1,Leisure,3,12,1,0,0.92,0
+9940508579391,2,275.57,91.86,279,0.72,0.095,0,0,16936,2,1,0,Leisure,3,51,0,0,0.28,1
+9940704257659,0,195.17,195.17,291,0.12,0.183,2,0,1979,4,5,1,Leisure,0,44,2,0,0.88,1
+9940779490440,1,137.13,68.56,356,0.775,0.132,0,0,42764,3,3,1,Leisure,2,-2,0,0,0.225,1
+9940776637264,1,213.7,106.85,336,0.27,0.197,4,2,30265,1,4,1,Leisure,0,50,1,0,0.73,0
+9940502142417,1,236.29,118.14,123,0.349,0.13,3,0,7254,3,5,1,Leisure,1,61,0,0,0.651,1
+9940519306112,0,200.19,200.19,327,0.832,0.122,0,0,28193,4,3,1,Leisure,2,25,0,0,0.168,1
+9940518162096,2,322.82,107.61,47,0.131,0.233,1,1,17039,1,1,0,Leisure,0,58,0,0,0.869,0
+9940553701811,0,91.43,91.43,206,0.944,0.285,0,1,30420,3,4,1,Leisure,3,-6,0,0,0.056,1
+9940505911080,1,290.86,145.43,272,0.127,0.014,2,0,2470,3,1,0,Leisure,3,69,0,0,0.873,0
+9940774492541,2,1117.9,372.63,278,0.025,0.597,0,0,12059,3,1,0,Business,2,78,0,1,0.975,0
+9940705891459,0,265.3,265.3,269,0.026,0.157,1,0,21832,5,5,1,Leisure,1,66,0,0,0.974,1
+9940779688367,0,915.22,915.22,307,0.81,0.746,0,0,45721,3,5,1,Business,3,82,0,0,0.19,1
+9940509090293,1,170.1,85.05,317,0.48,0.275,0,0,12709,1,5,1,Leisure,2,33,0,0,0.52,1
+9940502939860,2,295.37,98.46,237,0.508,0.087,1,1,9231,3,5,1,Leisure,2,88,0,0,0.492,1
+9940779746233,2,1247.6,415.87,3,0.835,0.616,2,0,49483,4,2,1,Business,2,4,1,1,0.165,1
+9940514941508,2,657.98,219.33,43,0.513,0.631,0,0,25277,5,5,1,Business,0,42,0,1,0.487,1
+9940707343544,1,226.33,113.16,214,0.957,0.102,0,0,9480,3,3,1,Leisure,3,17,0,0,0.043,0
+9940777878007,1,1392.51,696.25,257,0.004,0.712,1,0,3033,2,1,0,Business,3,-7,0,0,0.996,0
+9940505346445,1,228.2,114.1,52,0.163,0.254,1,0,8558,1,1,0,Leisure,2,20,1,0,0.837,0
+9940505109914,2,1406.37,468.79,34,0.788,0.804,1,0,16173,2,4,1,Business,1,1,1,0,0.212,1
+9940505107634,1,292.26,146.13,175,0.915,0.296,2,0,2377,4,5,1,Leisure,1,85,0,0,0.085,1
+9940508762942,1,187.57,93.78,334,0.706,0.076,0,0,6063,3,2,1,Leisure,3,24,0,0,0.294,0
+9940504477072,1,224.33,112.16,364,0.298,0.188,4,0,25218,2,1,0,Leisure,0,26,0,0,0.702,0
+9940773519308,3,77.85,19.46,71,0.841,0.279,0,0,42750,5,2,1,Leisure,3,83,0,0,0.159,1
+9940704254390,2,276.27,92.09,272,0.22,0.079,1,0,3960,5,5,1,Leisure,0,4,1,0,0.78,1
+9940772753944,0,2117.56,2117.56,279,0.439,0.521,2,0,36470,4,5,1,Business,2,33,0,0,0.561,1
+9940774523561,2,50.0,16.67,97,0.784,0.129,3,2,38153,3,2,1,Leisure,2,86,0,0,0.216,0
+9940772026705,1,1814.73,907.36,303,0.404,0.67,0,1,44969,4,1,1,Business,3,89,0,0,0.596,0
+9940511807779,0,262.05,262.05,228,0.825,0.111,2,0,20900,3,1,0,Leisure,1,64,1,0,0.175,1
+9940517514651,1,208.29,104.14,337,0.603,0.16,1,0,39103,2,3,1,Leisure,2,23,1,0,0.397,1
+9940771696924,5,265.75,44.29,176,0.862,0.188,0,1,49685,5,2,1,Leisure,1,27,1,0,0.138,1
+9940516113845,0,2049.21,2049.21,85,0.235,0.953,0,1,32760,5,3,1,Business,3,-3,0,0,0.765,0
+9940508018827,0,315.72,315.72,165,0.636,0.187,2,0,3508,2,3,1,Leisure,2,-7,1,0,0.364,1
+9940707520333,2,1618.67,539.56,130,0.662,0.934,5,1,19298,1,1,0,Business,0,-5,0,0,0.338,1
+9940775014655,0,50.0,50.0,24,0.415,0.078,3,1,22165,5,5,1,Leisure,3,-7,0,0,0.585,1
+9940772742688,1,253.48,126.74,33,0.433,0.023,0,0,34642,5,4,1,Leisure,3,57,0,0,0.567,1
+9940779376159,0,345.91,345.91,235,0.917,0.258,0,1,48533,4,1,1,Leisure,0,37,1,0,0.083,1
+9940508516447,2,242.41,80.8,223,0.222,0.129,0,0,3084,3,3,1,Leisure,1,24,1,0,0.778,1
+9940706509988,0,190.42,190.42,223,0.096,0.088,0,0,21515,3,1,0,Leisure,0,76,0,0,0.904,1
+9940771780854,0,976.98,976.98,83,0.516,0.877,2,0,40972,1,5,1,Business,2,-1,0,1,0.484,1
+9940701316583,2,163.53,54.51,33,0.88,0.109,0,0,17360,2,3,1,Leisure,0,56,1,0,0.12,1
+9940773836980,2,143.63,47.88,313,0.977,0.149,1,0,46398,2,1,0,Leisure,0,15,1,0,0.023,0
+9940772417709,0,1050.62,1050.62,47,0.898,0.623,3,0,6814,1,1,0,Business,1,-3,0,0,0.102,1
+9940558743211,1,294.21,147.1,329,0.771,0.081,1,2,16809,1,2,0,Leisure,0,42,0,0,0.229,1
+9940502852377,0,177.97,177.97,168,0.109,0.291,1,2,30274,5,2,1,Leisure,0,8,0,0,0.891,1
+9940553543857,2,99.63,33.21,182,0.621,0.003,0,0,31176,1,2,0,Leisure,2,35,1,0,0.379,0
+9940519781623,0,50.0,50.0,196,0.651,0.097,1,1,15664,4,2,1,Leisure,1,63,0,0,0.349,1
+9940508364338,2,801.82,267.27,267,0.495,0.591,1,0,41426,5,1,1,Business,2,50,0,1,0.505,1
+9940502968337,2,244.95,81.65,70,0.842,0.139,0,0,28593,3,3,1,Leisure,0,36,0,0,0.158,0
+9940704451887,1,50.0,25.0,45,0.983,0.149,2,0,23709,2,2,0,Leisure,3,14,1,0,0.017,1
+9940555641800,1,1762.89,881.45,303,0.972,0.658,2,0,46061,4,4,1,Business,1,62,1,1,0.028,1
+9940556978432,1,281.83,140.91,35,0.02,0.229,1,0,21149,1,4,1,Leisure,0,28,1,0,0.98,1
+9940709425591,1,50.0,25.0,258,0.036,0.031,1,0,28757,5,2,1,Leisure,1,80,0,0,0.964,1
+9940558840131,2,93.79,31.26,24,0.053,0.018,1,2,34073,2,1,0,Leisure,1,68,0,0,0.947,0
+9940709794733,0,443.4,443.4,83,0.312,0.1,0,0,3131,2,2,0,Leisure,3,64,0,0,0.688,1
+9940501365808,0,202.27,202.27,237,0.746,0.137,0,0,8446,3,1,0,Leisure,0,51,1,0,0.254,1
+9940773127243,2,1125.91,375.3,293,0.575,0.726,0,0,24685,3,3,1,Business,2,56,1,1,0.425,1
+9940556067010,1,219.31,109.66,33,0.486,0.004,0,0,24439,5,5,1,Leisure,0,41,0,0,0.514,1
+9940501442058,2,307.48,102.49,214,0.735,0.189,3,0,35349,5,2,1,Leisure,3,74,0,0,0.265,0
+9940774198073,2,166.89,55.63,8,0.257,0.101,2,0,29035,2,5,1,Leisure,3,70,1,0,0.743,1
+9940702382416,0,130.85,130.85,116,0.991,0.135,1,0,29929,5,4,1,Leisure,2,35,0,0,0.009,1
+9940509396278,1,50.0,25.0,309,0.247,0.171,1,2,33239,2,5,1,Leisure,2,44,0,0,0.753,1
+9940501569956,0,999.32,999.32,302,0.372,0.882,0,0,6780,4,1,1,Business,1,55,0,0,0.628,1
+9940502335638,1,113.12,56.56,186,0.852,0.062,1,0,24769,5,4,1,Leisure,3,43,0,0,0.148,1
+9940512756117,3,102.3,25.57,187,0.788,0.231,1,0,21311,3,1,0,Leisure,3,72,0,0,0.212,1
+9940502337346,3,50.0,12.5,75,0.153,0.25,1,0,34894,2,4,1,Leisure,2,59,1,0,0.847,1
+9940706117126,0,201.97,201.97,160,0.062,0.079,1,0,26555,2,1,0,Leisure,3,76,0,0,0.938,1
+9940554279127,0,274.96,274.96,37,0.654,0.189,0,0,23828,5,5,1,Leisure,2,50,2,0,0.346,0
+9940779212038,0,175.12,175.12,6,0.696,0.155,2,0,19292,2,3,1,Leisure,0,29,0,0,0.304,0
+9940703347362,2,166.43,55.48,84,0.893,0.179,0,0,43525,1,3,0,Leisure,2,6,0,0,0.107,0
+9940705834969,3,352.11,88.03,299,0.03,0.259,2,0,46186,4,1,1,Leisure,0,25,0,0,0.97,1
+9940556940806,1,50.0,25.0,151,0.869,0.179,2,0,36529,5,2,1,Leisure,2,74,0,0,0.131,0
+9940506633905,2,380.31,126.77,101,0.337,0.258,0,1,49249,4,1,1,Leisure,3,13,2,0,0.663,1
+9940508167444,1,1503.32,751.66,38,0.362,0.566,1,0,1687,2,5,1,Business,1,6,1,1,0.638,1
+9940702816805,1,187.6,93.8,106,0.645,0.019,2,0,38044,3,4,1,Leisure,3,77,0,0,0.355,1
+9940505567104,0,236.51,236.51,161,0.86,0.048,0,0,25893,2,4,1,Leisure,3,63,0,0,0.14,1
+9940508205251,0,1018.62,1018.62,305,0.413,0.6,1,0,46072,5,5,1,Business,1,49,1,0,0.587,1
+9940518767145,3,50.0,12.5,53,0.007,0.114,0,0,17106,3,5,1,Leisure,2,74,0,0,0.993,1
+9940776560099,2,216.33,72.11,32,0.648,0.141,1,0,46884,1,1,0,Leisure,2,48,0,0,0.352,1
+9940556867021,3,138.31,34.58,21,0.554,0.223,1,0,10890,1,5,1,Leisure,0,17,0,0,0.446,0
+9940708777230,1,299.26,149.63,348,0.971,0.187,0,0,17432,3,1,0,Leisure,3,16,0,0,0.029,1
+9940556623841,6,137.07,19.58,351,0.528,0.22,0,1,20890,3,1,0,Leisure,1,30,0,0,0.472,1
+9940509539587,2,50.0,16.67,121,0.63,0.011,2,0,17058,4,3,1,Leisure,1,27,0,0,0.37,0
+9940512148344,2,236.43,78.81,121,0.874,0.279,0,0,15643,3,4,1,Leisure,0,16,0,0,0.126,1
+9940504131106,2,1676.38,558.79,122,0.27,0.861,0,1,2061,5,5,1,Business,0,0,0,1,0.73,1
+9940702009638,0,377.4,377.4,38,0.014,0.213,0,0,14279,4,3,1,Leisure,1,-6,0,0,0.986,1
+9940501815211,5,296.08,49.35,255,0.749,0.125,1,0,10807,2,3,1,Leisure,2,23,0,0,0.251,0
+9940515247470,1,1660.2,830.1,358,0.683,0.922,0,0,14367,5,1,1,Business,3,61,0,0,0.317,0
+9940773033360,2,297.18,99.06,132,0.881,0.165,2,1,7719,2,2,0,Leisure,0,87,0,0,0.119,0
+9940554664414,3,209.61,52.4,88,0.233,0.026,0,0,45055,4,2,1,Leisure,1,8,0,0,0.767,0
+9940554940573,1,271.24,135.62,99,0.43,0.014,2,0,8387,3,5,1,Leisure,0,52,0,0,0.57,0
+9940556588311,1,124.14,62.07,89,0.049,0.084,0,0,1582,3,2,1,Leisure,2,69,0,0,0.951,1
+9940709511241,2,162.04,54.01,59,0.713,0.128,2,0,7918,4,4,1,Leisure,2,58,0,0,0.287,0
+9940518644489,3,264.99,66.25,272,0.191,0.074,1,1,3709,2,1,0,Leisure,3,57,0,0,0.809,0
+9940704404788,1,272.97,136.49,121,0.554,0.297,2,0,16847,2,5,1,Leisure,3,52,0,0,0.446,0
+9940773930263,3,1232.51,308.13,189,0.505,0.813,0,0,36598,1,4,1,Business,1,75,0,0,0.495,0
+9940557936958,6,257.87,36.84,354,0.409,0.26,0,0,32476,3,2,1,Leisure,0,56,0,0,0.591,1
+9940552112870,1,1321.97,660.98,148,0.049,0.945,0,1,32610,5,4,1,Business,2,89,0,0,0.951,1
+9940505864289,3,223.45,55.86,48,0.606,0.227,0,0,43183,1,4,1,Leisure,0,81,0,0,0.394,0
+9940514807147,1,50.0,25.0,69,0.512,0.273,2,1,3950,4,4,1,Leisure,3,73,0,0,0.488,1
+9940772645278,3,288.32,72.08,341,0.242,0.176,2,0,9104,5,1,1,Leisure,1,82,0,0,0.758,1
+9940556548038,2,267.56,89.19,258,0.662,0.15,2,0,40838,4,3,1,Leisure,1,23,0,0,0.338,1
+9940513886606,2,117.46,39.15,210,0.972,0.189,0,1,32475,1,3,0,Leisure,0,-3,0,0,0.028,1
+9940552670388,0,240.18,240.18,40,0.931,0.292,2,0,47738,2,2,0,Leisure,2,16,0,0,0.069,1
+9940556878726,3,196.32,49.08,246,0.889,0.024,3,0,25771,2,5,1,Leisure,0,19,0,0,0.111,1
+9940552567783,4,1334.76,266.95,44,0.752,0.961,0,0,21127,1,4,1,Business,1,61,1,0,0.248,0
+9940707055679,2,61.61,20.54,290,0.801,0.145,0,0,32356,3,4,1,Leisure,1,9,1,0,0.199,0
+9940512458845,1,734.09,367.04,127,0.713,0.72,0,0,9670,3,5,1,Business,0,79,0,0,0.287,1
+9940704912837,2,126.82,42.27,17,0.41,0.032,1,0,338,1,3,0,Leisure,3,81,0,0,0.59,0
+9940558271935,1,194.87,97.44,314,0.188,0.192,2,1,17589,5,2,1,Leisure,3,31,0,0,0.812,1
+9940773057810,3,993.47,248.37,355,0.757,0.824,3,0,42114,5,4,1,Business,2,70,1,3,0.243,1
+9940507908649,0,217.23,217.23,258,0.616,0.228,0,0,15154,1,3,0,Leisure,3,35,0,0,0.384,0
+9940507497160,1,294.54,147.27,277,0.808,0.02,0,0,19548,4,1,1,Leisure,1,83,0,0,0.192,0
+9940559123912,0,112.36,112.36,164,0.954,0.252,0,0,19071,4,2,1,Leisure,3,29,0,0,0.046,1
